0,1,2,3,4,5,Actual_Performance
3.0,1000.0,5.0,100.0,100.0,3.0,738.13
1.0,100.0,2.0,1000.0,10000.0,3.0,18.343
1.0,100.0,4.0,10.0,10.0,6.0,11.74
1.0,10.0,3.0,10.0,1000000.0,3.0,244.61
3.0,10.0,4.0,100.0,10.0,3.0,9.5069
1.0,100.0,3.0,10.0,10000.0,2.0,25.941999999999997
3.0,1000.0,2.0,10.0,100000.0,1.0,4891.7
1.0,1000.0,4.0,1000.0,100000.0,6.0,2782.5
3.0,1.0,3.0,10.0,100000.0,1.0,8.5437
3.0,1.0,2.0,1000.0,100.0,6.0,1.5011
1.0,100.0,3.0,100.0,100.0,1.0,17.861
3.0,10.0,2.0,10.0,1000000.0,6.0,192.06
1.0,10.0,2.0,10.0,10.0,6.0,1.9
3.0,1000.0,3.0,10.0,100.0,6.0,523.3
3.0,1000.0,5.0,100.0,1000000.0,6.0,25472.0
1.0,10000.0,5.0,10.0,10.0,2.0,34.966
3.0,1000.0,3.0,1000.0,10.0,2.0,680.18
1.0,1000.0,3.0,1000.0,1000.0,1.0,187.65
1.0,100.0,2.0,100.0,1000.0,2.0,8.3701
3.0,1.0,2.0,1000.0,100000.0,3.0,3.5701
1.0,10.0,3.0,10.0,10.0,6.0,2.5098
3.0,10000.0,2.0,100.0,100.0,6.0,1695.3
1.0,1000.0,3.0,10.0,10000.0,3.0,231.53
3.0,100.0,4.0,1000.0,10.0,3.0,77.43
3.0,10.0,2.0,10.0,10000.0,6.0,6.4351
1.0,1000.0,2.0,10.0,1000.0,3.0,12.470999999999998
1.0,1000.0,2.0,1000.0,100000.0,6.0,1826.1
1.0,10.0,2.0,100.0,100.0,2.0,1.7103
3.0,10000.0,5.0,100.0,10000.0,6.0,25483.0
3.0,1000.0,5.0,10.0,100.0,2.0,772.67
1.0,100.0,5.0,100.0,100000.0,2.0,497.88
3.0,10.0,4.0,100.0,1000000.0,1.0,1086.0
1.0,10.0,4.0,1000.0,100000.0,2.0,35.15
1.0,100.0,2.0,10.0,1000000.0,6.0,1916.7
1.0,100.0,3.0,10.0,100000.0,6.0,242.28
1.0,100.0,4.0,100.0,10000.0,6.0,28.054000000000002
1.0,100.0,3.0,100.0,100.0,2.0,7.5787
1.0,1.0,2.0,1000.0,10000.0,1.0,2.3816
3.0,100.0,4.0,10.0,1000.0,3.0,81.85300000000002
1.0,1000.0,2.0,10.0,1000000.0,6.0,17016.0
1.0,1.0,4.0,100.0,10.0,3.0,1.922
1.0,10000.0,4.0,1000.0,1000.0,1.0,50.508
3.0,100.0,4.0,100.0,1000.0,2.0,92.804
3.0,100.0,2.0,10.0,10000.0,3.0,48.625
3.0,100.0,4.0,100.0,1000000.0,6.0,5506.6
3.0,10000.0,4.0,100.0,100000.0,3.0,34395.0
1.0,1.0,3.0,1000.0,1000000.0,3.0,34.457
3.0,10000.0,4.0,10.0,10000.0,6.0,16394.0
3.0,10000.0,3.0,100.0,10000.0,6.0,9672.4
1.0,10000.0,3.0,10.0,100.0,3.0,584.08
1.0,100.0,4.0,100.0,1000000.0,1.0,2872.2
1.0,1000.0,2.0,10.0,10000.0,6.0,168.87
1.0,10.0,4.0,10.0,1000000.0,1.0,285.91
1.0,1000.0,3.0,1000.0,1000000.0,3.0,20466.0
1.0,10000.0,3.0,1000.0,10.0,2.0,14.040999999999999
1.0,10000.0,3.0,1000.0,1000.0,2.0,20.924
1.0,10000.0,5.0,10.0,10000.0,6.0,2907.3
3.0,10.0,5.0,1000.0,1000.0,3.0,11.665
1.0,1.0,4.0,1000.0,100000.0,1.0,7.6736
1.0,100.0,5.0,100.0,1000.0,1.0,35.715
1.0,1.0,2.0,10.0,10.0,6.0,1.2253
1.0,10.0,4.0,100.0,100000.0,3.0,30.495
3.0,1000.0,5.0,100.0,10000.0,1.0,2441.4
1.0,1000.0,3.0,10.0,1000.0,1.0,204.91
3.0,100.0,2.0,10.0,1000000.0,6.0,1900.9
3.0,1.0,5.0,10.0,1000000.0,1.0,134.9
1.0,10.0,3.0,1000.0,100000.0,3.0,23.689
1.0,100.0,3.0,1000.0,10000.0,6.0,22.303
3.0,1.0,5.0,1000.0,100000.0,3.0,10.753
1.0,1000.0,3.0,100.0,100000.0,2.0,2802.8
3.0,10.0,4.0,10.0,100.0,1.0,10.850999999999999
1.0,1.0,5.0,1000.0,100000.0,2.0,12.788
3.0,1000.0,2.0,1000.0,1000000.0,6.0,19128.0
1.0,1.0,3.0,10.0,1000.0,3.0,1.4638
3.0,1.0,4.0,10.0,1000000.0,6.0,84.416
3.0,100.0,3.0,1000.0,100.0,6.0,65.51
3.0,10.0,3.0,1000.0,10.0,3.0,8.4747
1.0,1.0,2.0,1000.0,1000000.0,1.0,27.362
3.0,10.0,5.0,100.0,10000.0,3.0,16.641
1.0,1.0,3.0,100.0,1000.0,1.0,1.5414
1.0,100.0,5.0,1000.0,100.0,1.0,27.197
1.0,100.0,3.0,1000.0,10.0,1.0,17.844
1.0,10.0,3.0,100.0,1000.0,1.0,3.6787
3.0,100.0,3.0,10.0,100.0,2.0,77.243
3.0,100.0,5.0,1000.0,100000.0,1.0,1506.6
1.0,100.0,4.0,10.0,100.0,2.0,8.4572
1.0,1.0,3.0,10.0,10.0,2.0,1.4132
3.0,10000.0,2.0,1000.0,10000.0,1.0,10347.0
3.0,100.0,3.0,100.0,100.0,6.0,68.305
1.0,1.0,3.0,10.0,100.0,6.0,1.4653
3.0,10000.0,3.0,1000.0,100000.0,6.0,31354.0
3.0,100.0,4.0,10.0,1000000.0,1.0,10395.0
1.0,1000.0,3.0,100.0,100000.0,1.0,2968.2
1.0,10.0,2.0,100.0,10.0,6.0,1.9
1.0,1.0,5.0,100.0,100.0,3.0,2.3314
3.0,10000.0,5.0,1000.0,10.0,2.0,7667.8
3.0,100.0,3.0,1000.0,1000000.0,2.0,5695.1
1.0,10000.0,2.0,100.0,100000.0,6.0,15000.0
1.0,1.0,2.0,1000.0,100.0,3.0,1.2172
3.0,1000.0,4.0,10.0,1000.0,2.0,673.18
3.0,10000.0,5.0,10.0,1000.0,3.0,11737.0
3.0,1000.0,4.0,100.0,100.0,2.0,614.2
3.0,1000.0,5.0,1000.0,10000.0,3.0,1380.9
3.0,10000.0,5.0,10.0,1000.0,1.0,13445.0
1.0,10000.0,5.0,1000.0,100000.0,6.0,16458.0
1.0,1000.0,4.0,1000.0,100.0,6.0,42.111999999999995
3.0,100.0,5.0,100.0,10.0,3.0,86.352
1.0,100.0,4.0,1000.0,1000000.0,1.0,2847.3
3.0,10000.0,2.0,100.0,1000.0,2.0,4302.9
3.0,1.0,4.0,1000.0,1000.0,3.0,2.3786
1.0,1.0,2.0,10.0,100000.0,6.0,2.8828
1.0,10000.0,5.0,100.0,100.0,6.0,29.517
3.0,100.0,2.0,100.0,10000.0,3.0,66.61
3.0,1000.0,4.0,100.0,100000.0,1.0,10843.0
1.0,100.0,5.0,1000.0,10.0,1.0,35.171
1.0,1000.0,4.0,100.0,10000.0,2.0,359.02
1.0,1.0,4.0,10.0,1000000.0,2.0,51.403
1.0,1.0,5.0,10.0,10000.0,2.0,5.0168
1.0,100.0,5.0,10.0,10000.0,1.0,65.301
3.0,10.0,2.0,10.0,10.0,2.0,5.9644
1.0,1.0,3.0,1000.0,100.0,1.0,1.5764
1.0,10000.0,5.0,1000.0,1000.0,6.0,5630.6
3.0,1.0,2.0,100.0,100000.0,6.0,3.5523
3.0,1000.0,5.0,1000.0,1000.0,1.0,1524.2
3.0,1.0,2.0,100.0,10000.0,1.0,2.0259
3.0,100.0,5.0,1000.0,1000000.0,2.0,8381.4
3.0,1000.0,5.0,100.0,1000000.0,1.0,8286.5
1.0,1000.0,2.0,100.0,100.0,1.0,98.375
3.0,10.0,3.0,100.0,100.0,2.0,8.7213
1.0,100.0,4.0,10.0,100000.0,6.0,285.6
1.0,1000.0,4.0,100.0,10000.0,6.0,315.82
1.0,1000.0,3.0,1000.0,100000.0,2.0,2541.6
3.0,1000.0,3.0,1000.0,1000000.0,1.0,22520.0
1.0,1.0,3.0,100.0,10.0,1.0,1.5126
3.0,10.0,5.0,10.0,1000.0,1.0,16.54
3.0,1.0,5.0,100.0,1000.0,2.0,2.9514
1.0,10.0,5.0,1000.0,100000.0,3.0,38.044000000000004
3.0,10.0,2.0,10.0,1000000.0,3.0,198.05
3.0,10.0,3.0,1000.0,10.0,2.0,9.4098
3.0,1.0,3.0,1000.0,10.0,6.0,1.952
1.0,1000.0,2.0,100.0,100000.0,3.0,1687.8
3.0,1000.0,5.0,100.0,10000.0,6.0,2015.4
3.0,10.0,3.0,10.0,100.0,6.0,7.0468
1.0,10000.0,2.0,100.0,10000.0,2.0,2455.2
3.0,1000.0,2.0,100.0,10000.0,2.0,809.82
3.0,10000.0,2.0,1000.0,10.0,6.0,3360.4
3.0,10.0,2.0,10.0,10.0,1.0,6.9264
3.0,100.0,4.0,10.0,100.0,2.0,82.009
3.0,1000.0,2.0,1000.0,1000.0,2.0,587.36
3.0,1000.0,4.0,10.0,1000000.0,6.0,34884.0
3.0,1.0,5.0,100.0,100000.0,3.0,10.765
3.0,1.0,5.0,10.0,100.0,6.0,2.7721
1.0,10.0,4.0,100.0,1000000.0,3.0,306.76
1.0,10000.0,2.0,100.0,100.0,2.0,15.697000000000001
1.0,10000.0,3.0,10.0,100.0,2.0,560.64
1.0,1000.0,2.0,100.0,1000.0,6.0,22.705
1.0,1.0,4.0,100.0,1000.0,6.0,1.9564
1.0,100.0,4.0,100.0,100.0,1.0,12.793
1.0,1000.0,5.0,1000.0,1000.0,2.0,40.876999999999995
1.0,1.0,5.0,100.0,1000000.0,2.0,91.135
3.0,10000.0,4.0,10.0,10.0,1.0,7681.7
1.0,1000.0,3.0,10.0,1000000.0,2.0,25376.0
3.0,10.0,5.0,10.0,100.0,2.0,11.629000000000001
3.0,10.0,4.0,1000.0,10.0,6.0,9.8465
3.0,1.0,4.0,1000.0,10.0,2.0,2.3948
3.0,1000.0,3.0,1000.0,1000000.0,6.0,31758.0
3.0,10.0,5.0,1000.0,10000.0,1.0,24.785
1.0,10000.0,5.0,10.0,100.0,1.0,1711.1
1.0,10000.0,3.0,10.0,1000.0,1.0,2612.7
1.0,100.0,2.0,100.0,100.0,3.0,5.6787
1.0,1.0,4.0,10.0,1000.0,2.0,4.1162
3.0,10.0,2.0,1000.0,1000.0,3.0,5.3167
1.0,1000.0,3.0,100.0,10.0,3.0,31.671
3.0,1000.0,3.0,10.0,10.0,6.0,606.74
1.0,10000.0,4.0,100.0,100000.0,2.0,18375.0
1.0,10000.0,5.0,1000.0,100000.0,1.0,29856.0
1.0,1000.0,2.0,10.0,1000.0,6.0,11.103
3.0,100.0,3.0,1000.0,10.0,2.0,81.663
1.0,1.0,5.0,100.0,1000000.0,6.0,60.863
1.0,1.0,2.0,10.0,1000.0,6.0,2.7230000000000003
1.0,10000.0,4.0,10.0,1000000.0,1.0,8695.1
3.0,10000.0,4.0,10.0,1000.0,3.0,7070.1
1.0,10.0,4.0,1000.0,100000.0,3.0,30.522
3.0,100.0,3.0,10.0,100000.0,1.0,869.77
1.0,1000.0,2.0,10.0,1000000.0,2.0,25630.0
1.0,100.0,3.0,10.0,100000.0,1.0,292.62
1.0,100.0,5.0,1000.0,100000.0,1.0,565.88
3.0,1.0,5.0,1000.0,100.0,3.0,2.952
1.0,1.0,5.0,1000.0,100.0,2.0,2.5364
3.0,100.0,4.0,1000.0,100000.0,1.0,1139.9
3.0,10.0,5.0,10.0,10.0,3.0,11.052
1.0,1000.0,4.0,100.0,1000.0,3.0,50.613
1.0,10000.0,5.0,100.0,10.0,6.0,29.81
3.0,10.0,5.0,10.0,100.0,1.0,14.325999999999999
3.0,100.0,3.0,100.0,100.0,1.0,81.73100000000002
3.0,1000.0,5.0,10.0,10000.0,1.0,2197.0
3.0,1.0,2.0,1000.0,100000.0,2.0,3.6052
1.0,1000.0,3.0,10.0,100.0,3.0,16.119
1.0,1.0,5.0,10.0,10.0,1.0,2.5809
3.0,1000.0,4.0,10.0,100000.0,2.0,7927.7
3.0,100.0,5.0,10.0,10000.0,1.0,238.37
3.0,10.0,3.0,1000.0,1000.0,3.0,8.2701
1.0,10000.0,3.0,10.0,1000.0,6.0,1300.8
1.0,10.0,4.0,10.0,10.0,2.0,3.2335
1.0,1.0,4.0,10.0,100.0,2.0,1.8676
3.0,1000.0,5.0,10.0,10.0,3.0,764.64
1.0,10000.0,3.0,10.0,10000.0,1.0,4308.4
1.0,10000.0,2.0,1000.0,10.0,6.0,511.94
1.0,1000.0,4.0,100.0,100.0,3.0,46.148999999999994
1.0,100.0,4.0,100.0,100.0,2.0,8.1385
3.0,10000.0,2.0,100.0,100.0,3.0,1442.0
1.0,1.0,5.0,100.0,100000.0,1.0,15.742
3.0,10000.0,3.0,100.0,100000.0,2.0,15439.0
1.0,10000.0,3.0,10.0,100.0,1.0,2016.1
3.0,10.0,4.0,10.0,10000.0,2.0,15.872
3.0,10.0,2.0,1000.0,10.0,6.0,5.4603
3.0,1000.0,2.0,1000.0,100000.0,6.0,1882.5
1.0,1000.0,5.0,100.0,100000.0,6.0,3853.4
1.0,10000.0,4.0,10.0,100000.0,3.0,24774.0
3.0,1.0,4.0,100.0,100.0,6.0,2.4023
1.0,1.0,4.0,1000.0,100.0,6.0,1.9733
3.0,10.0,3.0,10.0,1000000.0,1.0,864.13
1.0,1000.0,2.0,1000.0,100000.0,1.0,2885.7
3.0,1.0,4.0,10.0,10.0,6.0,2.4628
1.0,100.0,5.0,1000.0,10000.0,6.0,32.562
3.0,1000.0,4.0,100.0,10.0,1.0,1030.4
3.0,1000.0,3.0,100.0,1000.0,1.0,1012.1
3.0,1000.0,3.0,100.0,10000.0,2.0,1254.7
3.0,1000.0,3.0,1000.0,10.0,6.0,534.32
3.0,10000.0,2.0,100.0,10.0,3.0,1160.3
3.0,1.0,4.0,10.0,100000.0,3.0,8.0682
1.0,1.0,3.0,1000.0,100000.0,6.0,5.6728
1.0,1000.0,2.0,1000.0,10.0,1.0,54.449
3.0,1000.0,4.0,1000.0,1000.0,3.0,707.88
1.0,10.0,5.0,1000.0,10.0,1.0,4.3081
3.0,100.0,4.0,1000.0,1000.0,6.0,91.295
1.0,1.0,2.0,1000.0,1000000.0,3.0,18.583
1.0,10.0,5.0,10.0,100000.0,1.0,56.353
1.0,10.0,3.0,1000.0,100.0,2.0,2.4184
3.0,1000.0,4.0,1000.0,1000.0,6.0,909.67
3.0,10.0,3.0,10.0,10.0,6.0,7.1324
1.0,1.0,2.0,100.0,1000.0,3.0,1.2322
1.0,1.0,4.0,100.0,1000000.0,6.0,42.994
3.0,100.0,5.0,10.0,1000000.0,3.0,7353.7
1.0,100.0,4.0,1000.0,10.0,6.0,9.4599
1.0,100.0,3.0,1000.0,10.0,2.0,7.4034
3.0,10000.0,4.0,100.0,10.0,3.0,6875.0
1.0,1.0,3.0,1000.0,1000000.0,6.0,38.165
3.0,100.0,2.0,100.0,100.0,6.0,45.538000000000004
1.0,1000.0,4.0,10.0,100000.0,1.0,2867.4
3.0,100.0,5.0,10.0,100.0,2.0,95.859
1.0,1.0,2.0,100.0,10.0,3.0,1.2592
3.0,10.0,4.0,100.0,10000.0,6.0,14.44
1.0,100.0,4.0,100.0,10000.0,3.0,28.073
1.0,1000.0,4.0,1000.0,1000.0,3.0,48.723
3.0,100.0,4.0,100.0,10.0,2.0,81.51100000000002
3.0,10000.0,4.0,1000.0,10.0,3.0,6882.0
1.0,10000.0,3.0,10.0,10.0,3.0,14.140999999999998
1.0,100.0,2.0,10.0,100.0,3.0,4.3224
3.0,1000.0,2.0,100.0,1000.0,1.0,891.09
3.0,10.0,3.0,10.0,10.0,3.0,7.7322
1.0,1000.0,4.0,1000.0,1000000.0,1.0,26509.0
1.0,100.0,2.0,10.0,100.0,6.0,4.8661
1.0,100.0,5.0,1000.0,10.0,3.0,12.97
1.0,100.0,2.0,100.0,10000.0,3.0,18.820999999999998
3.0,1.0,4.0,1000.0,100.0,1.0,2.5707
1.0,10000.0,4.0,1000.0,100000.0,1.0,23720.0
3.0,1.0,5.0,100.0,100000.0,1.0,14.145999999999999
3.0,1.0,5.0,1000.0,10.0,2.0,2.9809
1.0,10000.0,3.0,1000.0,100000.0,2.0,22240.0
3.0,10.0,3.0,100.0,1000.0,2.0,9.2707
1.0,1.0,4.0,10.0,100.0,1.0,1.6144
3.0,10000.0,4.0,10.0,10.0,6.0,15111.0
1.0,1000.0,3.0,10.0,1000000.0,3.0,20959.0
3.0,100.0,4.0,10.0,100.0,3.0,79.564
1.0,100.0,4.0,1000.0,100000.0,3.0,309.38
3.0,100.0,5.0,10.0,10.0,1.0,131.13
1.0,1.0,5.0,10.0,10000.0,3.0,4.0497
1.0,10000.0,4.0,100.0,10000.0,1.0,4050.9
1.0,100.0,4.0,100.0,100.0,6.0,12.335999999999999
1.0,1000.0,4.0,100.0,100000.0,6.0,3185.4
1.0,10.0,3.0,1000.0,1000.0,3.0,2.7626
3.0,10000.0,3.0,1000.0,100000.0,1.0,23830.0
3.0,100.0,3.0,10.0,10.0,1.0,79.991
3.0,10000.0,5.0,10.0,1000000.0,6.0,2669.7
3.0,10000.0,3.0,10.0,10000.0,6.0,9597.3
3.0,10000.0,2.0,1000.0,10.0,1.0,6634.7
1.0,10000.0,4.0,10.0,1000000.0,3.0,8904.9
1.0,1000.0,5.0,1000.0,1000.0,3.0,36.579
3.0,100.0,5.0,100.0,100.0,6.0,100.18
1.0,10000.0,2.0,1000.0,10000.0,6.0,1958.2
3.0,10.0,5.0,100.0,1000000.0,1.0,1473.6
1.0,10.0,5.0,1000.0,1000000.0,2.0,505.73
1.0,1.0,5.0,10.0,100000.0,2.0,12.425
1.0,1.0,2.0,10.0,10000.0,2.0,2.2845
1.0,1.0,3.0,100.0,1000.0,6.0,1.4827
3.0,100.0,5.0,100.0,100.0,1.0,132.06
3.0,1.0,3.0,100.0,100.0,6.0,1.9613
3.0,10.0,3.0,10.0,100000.0,3.0,39.465
1.0,1.0,3.0,1000.0,10.0,1.0,1.5316
1.0,100.0,2.0,1000.0,100000.0,3.0,185.37
1.0,10000.0,4.0,100.0,100000.0,6.0,17525.0
1.0,10.0,4.0,10.0,1000000.0,6.0,321.55
1.0,10.0,5.0,100.0,1000000.0,3.0,407.99
1.0,10000.0,5.0,10.0,10000.0,2.0,4086.8
3.0,1.0,5.0,100.0,10000.0,2.0,4.2659
1.0,100.0,3.0,1000.0,1000.0,3.0,9.4977
3.0,1000.0,5.0,1000.0,10000.0,6.0,1843.9
1.0,10.0,4.0,10.0,10000.0,6.0,5.013999999999999
3.0,10000.0,3.0,10.0,100000.0,1.0,18652.0
1.0,100.0,5.0,10.0,100000.0,3.0,366.11
1.0,100.0,3.0,1000.0,10000.0,1.0,41.82
3.0,1.0,5.0,10.0,1000000.0,2.0,92.514
3.0,10.0,5.0,1000.0,100000.0,6.0,81.628
3.0,1000.0,5.0,10.0,1000.0,2.0,762.22
3.0,10000.0,5.0,1000.0,100.0,6.0,26258.0
3.0,10.0,2.0,100.0,10000.0,6.0,6.2471
3.0,1000.0,2.0,1000.0,100.0,6.0,390.48
1.0,10.0,2.0,100.0,10000.0,3.0,2.5264
3.0,100.0,5.0,10.0,1000.0,1.0,153.73
3.0,1000.0,5.0,1000.0,10.0,2.0,774.51
1.0,10000.0,4.0,100.0,10.0,2.0,21.269000000000002
1.0,1000.0,5.0,1000.0,100000.0,6.0,3908.1
1.0,10000.0,5.0,10.0,10.0,1.0,2417.6
3.0,10000.0,3.0,10.0,10.0,2.0,5354.8
3.0,100.0,3.0,100.0,100.0,3.0,71.605
3.0,1.0,2.0,1000.0,10.0,1.0,1.6546
3.0,10.0,2.0,1000.0,10.0,1.0,7.0287
3.0,10000.0,3.0,1000.0,10000.0,6.0,8748.3
3.0,1.0,5.0,100.0,100.0,2.0,2.9723
1.0,1000.0,3.0,10.0,1000000.0,1.0,26218.0
1.0,100.0,4.0,1000.0,1000.0,2.0,12.255
3.0,1.0,3.0,1000.0,100000.0,1.0,8.6885
3.0,1.0,2.0,100.0,100000.0,2.0,3.6948
1.0,10.0,2.0,10.0,1000000.0,6.0,180.56
3.0,1000.0,3.0,10.0,10.0,2.0,579.18
3.0,1000.0,3.0,10.0,10000.0,1.0,1701.8
1.0,10000.0,5.0,10.0,1000000.0,6.0,2827.5
3.0,100.0,3.0,100.0,10.0,6.0,64.797
3.0,10.0,2.0,1000.0,10.0,3.0,5.3287
3.0,1.0,2.0,100.0,1000000.0,6.0,19.491
1.0,10000.0,4.0,10.0,1000000.0,2.0,6543.9
3.0,10.0,3.0,100.0,1000.0,6.0,7.822
1.0,100.0,5.0,10.0,100000.0,6.0,406.65
1.0,10000.0,2.0,1000.0,1000.0,2.0,26.82800000000001
3.0,10000.0,5.0,10.0,10000.0,6.0,25060.0
1.0,1.0,3.0,100.0,100000.0,1.0,8.0
3.0,10000.0,5.0,1000.0,100000.0,1.0,17670.0
1.0,10.0,4.0,100.0,1000000.0,1.0,284.03
3.0,100.0,2.0,1000.0,100.0,2.0,55.928999999999995
3.0,1.0,4.0,100.0,1000.0,1.0,2.5989
3.0,1.0,3.0,10.0,10.0,1.0,2.1753
3.0,1.0,3.0,1000.0,1000.0,3.0,2.0207
3.0,100.0,2.0,1000.0,10.0,6.0,41.486999999999995
3.0,1.0,4.0,1000.0,1000000.0,2.0,78.95
1.0,1000.0,2.0,10.0,10000.0,1.0,387.37
3.0,10000.0,2.0,1000.0,1000000.0,1.0,7348.8
3.0,1.0,3.0,100.0,1000000.0,1.0,88.214
3.0,100.0,4.0,100.0,100.0,6.0,82.916
