spout,split,count,buffer-size,heap,$<throughput
1,2,9,5240000.0,2048,5.245764045533232
1,2,9,10500000.0,512,5.189952252439277
1,2,9,10500000.0,1024,5.098399102681758
1,2,9,10500000.0,2048,5.073566717402334
1,2,9,105000000.0,512,5.272871078302136
1,2,9,105000000.0,1024,5.099439061703213
1,2,9,105000000.0,2048,5.083625641807737
1,2,12,262000.0,512,4.898359049718344
1,2,12,262000.0,1024,4.869497467861317
1,2,12,262000.0,2048,4.869971754163826
1,2,12,1050000.0,512,4.8792388387411565
1,2,12,1050000.0,1024,5.162089613875697
1,2,12,1050000.0,2048,5.016302984700276
1,2,12,5240000.0,512,4.85649069982031
1,2,12,5240000.0,1024,4.9132805974549205
1,2,12,5240000.0,2048,4.987531172069826
1,2,12,10500000.0,512,4.970920117313715
1,2,12,10500000.0,1024,4.912556494399686
1,2,12,10500000.0,2048,4.966722956193504
1,2,12,105000000.0,512,4.9585957256904845
1,2,12,105000000.0,1024,4.894283476898982
1,2,12,105000000.0,2048,4.95589255624938
1,3,1,262000.0,512,12.077294685990339
1,3,1,262000.0,1024,11.793426344155769
1,3,1,262000.0,2048,11.753919932297423
1,3,1,1050000.0,512,11.6864752422022
1,3,1,1050000.0,1024,12.345679012345679
1,3,1,1050000.0,2048,12.073503489242508
1,3,1,5240000.0,512,11.666161133017571
1,3,1,5240000.0,1024,11.711796121053125
1,3,1,5240000.0,2048,11.899095668729176
1,3,1,10500000.0,512,12.040649231806578
1,3,1,10500000.0,1024,11.72415410228152
1,3,1,10500000.0,2048,11.67256131012828
1,3,1,105000000.0,512,11.870986122817223
1,3,1,105000000.0,1024,11.847779726079333
1,3,1,105000000.0,2048,11.788004526593737
1,3,2,262000.0,512,8.70852564660803
1,3,2,262000.0,1024,8.652015919709292
1,3,2,262000.0,2048,8.682062858135092
1,3,2,1050000.0,512,8.590327291469805
1,3,2,1050000.0,1024,8.410428931875526
1,3,2,1050000.0,2048,8.658758334054896
1,3,2,5240000.0,512,8.836264027569143
1,3,2,5240000.0,1024,8.47816871555744
1,3,2,5240000.0,2048,8.404773911581778
1,3,2,10500000.0,512,8.605851979345955
1,3,2,10500000.0,1024,8.571183680466273
1,3,2,10500000.0,2048,8.494733265375467
1,3,2,105000000.0,512,8.530967411704488
1,3,2,105000000.0,1024,8.402655239055541
1,3,2,105000000.0,2048,8.547739123001966
1,3,3,262000.0,512,8.073631519457452
1,3,3,262000.0,1024,8.267879288962382
1,3,3,262000.0,2048,8.259002312520648
1,3,3,1050000.0,512,8.106355382619974
1,3,3,1050000.0,1024,8.185315543914218
1,3,3,1050000.0,2048,8.210854749979474
1,3,3,5240000.0,512,8.236553825879252
1,3,3,5240000.0,1024,7.903888713246918
1,3,3,5240000.0,2048,8.559445347941454
1,3,3,10500000.0,512,8.202099737532809
1,3,3,10500000.0,1024,8.352125615969264
1,3,3,10500000.0,2048,8.501232678738416
1,3,3,105000000.0,512,8.125457056959453
1,3,3,105000000.0,1024,7.965588657001752
1,3,3,105000000.0,2048,8.177283506419167
1,3,6,262000.0,512,7.628346937218705
1,3,6,262000.0,1024,7.818608287724785
1,3,6,262000.0,2048,8.171937566396993
1,3,6,1050000.0,512,7.9339892097746745
1,3,6,1050000.0,1024,7.980845969672785
1,3,6,1050000.0,2048,8.489685032685287
1,3,6,5240000.0,512,7.791195948578107
1,3,6,5240000.0,1024,7.720815318097591
1,3,6,5240000.0,2048,7.768197001475958
1,3,6,10500000.0,512,7.661661048115231
1,3,6,10500000.0,1024,8.347245409015025
1,3,6,10500000.0,2048,8.128759551292474
1,3,6,105000000.0,512,8.050881571532083
1,3,6,105000000.0,1024,7.764577995185961
1,3,6,105000000.0,2048,8.028904054596548
1,3,9,262000.0,512,7.945967421533572
1,3,9,262000.0,1024,7.658140603461479
1,3,9,262000.0,2048,7.717835918808366
1,3,9,1050000.0,512,7.859163784973279
1,3,9,1050000.0,1024,8.345852111500584
1,3,9,1050000.0,2048,8.216926869350862
1,3,9,5240000.0,512,8.128098837681867
1,3,9,5240000.0,1024,7.871536523929471
1,3,9,5240000.0,2048,7.631257631257632
1,3,9,10500000.0,512,7.778469197261979
1,3,9,10500000.0,1024,7.878358150161507
1,3,9,10500000.0,2048,7.785736530675802
1,3,9,105000000.0,512,8.071025020177563
1,3,9,105000000.0,1024,8.282259400364419
1,3,9,105000000.0,2048,7.605719501064801
1,3,12,262000.0,512,7.503564192991671
1,3,12,262000.0,1024,8.126777732629012
1,3,12,262000.0,2048,7.895775759968417
1,3,12,1050000.0,512,7.6522803795531065
1,3,12,1050000.0,1024,7.947230390209012
1,3,12,1050000.0,2048,7.830240388379924
1,3,12,5240000.0,512,8.234519104084322
1,3,12,5240000.0,1024,7.339449541284404
1,3,12,5240000.0,2048,7.63708568810142
1,3,12,10500000.0,512,7.421150278293135
1,3,12,10500000.0,1024,7.714858818083629
1,3,12,10500000.0,2048,8.04052424218059
1,3,12,105000000.0,512,7.620789513793629
1,3,12,105000000.0,1024,7.840677434530344
1,3,12,105000000.0,2048,7.534091765237701
1,6,1,262000.0,512,11.6266902300922
1,6,1,262000.0,1024,11.75640724194686
1,6,1,262000.0,2048,11.72497889503799
1,6,1,1050000.0,512,11.649580615097857
1,6,1,1050000.0,1024,11.702887102248125
1,6,1,1050000.0,2048,12.047467020059033
1,6,1,5240000.0,512,11.770799001836243
1,6,1,5240000.0,1024,11.842588316102367
1,6,1,5240000.0,2048,11.845534233593934
1,6,1,10500000.0,512,11.704530823881925
1,6,1,10500000.0,1024,11.810000708600043
1,6,1,10500000.0,2048,11.672425063031094
1,6,1,105000000.0,512,11.638327339594754
1,6,1,105000000.0,1024,11.964871138337841
1,6,1,105000000.0,2048,11.551879490793151
1,6,2,262000.0,512,8.259002312520648
1,6,2,262000.0,1024,8.552125203112974
1,6,2,262000.0,2048,8.51861316977596
1,6,2,1050000.0,512,8.32639467110741
1,6,2,1050000.0,1024,8.487523340689187
1,6,2,1050000.0,2048,8.554319931565441
1,6,2,5240000.0,512,8.358408559010364
1,6,2,5240000.0,1024,8.35282325425994
1,6,2,5240000.0,2048,8.363301831563101
1,6,2,10500000.0,512,8.463817181548878
1,6,2,10500000.0,1024,8.617718028266115
1,6,2,10500000.0,2048,8.509914049868096
1,6,2,105000000.0,512,8.570449091532396
1,6,2,105000000.0,1024,8.641548565502939
1,6,2,105000000.0,2048,8.59697386519945
1,6,3,262000.0,512,8.028259473346179
1,6,3,262000.0,1024,8.147967082212988
1,6,3,262000.0,2048,8.093234056328908
1,6,3,1050000.0,512,7.930214115781126
1,6,3,1050000.0,1024,8.066467693796886
1,6,3,1050000.0,2048,8.260366760284157
1,6,3,5240000.0,512,7.887679444707367
1,6,3,5240000.0,1024,7.855459544383346
1,6,3,5240000.0,2048,8.2904990880451
1,6,3,10500000.0,512,8.086689309396734
1,6,3,10500000.0,1024,8.17460966238862
1,6,3,10500000.0,2048,7.885191610156126
1,6,3,105000000.0,512,8.181966944853542
1,6,3,105000000.0,1024,7.844367743959837
1,6,3,105000000.0,2048,7.803964413922272
1,6,6,262000.0,512,7.522190461862494
1,6,6,262000.0,1024,7.582650894752805
1,6,6,262000.0,2048,7.495689978262499
1,6,6,1050000.0,512,7.856693903205531
1,6,6,1050000.0,1024,7.399733609590054
1,6,6,1050000.0,2048,7.805182641273806
1,6,6,5240000.0,512,7.6470138410950526
1,6,6,5240000.0,1024,7.818608287724785
1,6,6,5240000.0,2048,7.4710496824803885
1,6,6,10500000.0,512,7.750135627373479
1,6,6,10500000.0,1024,7.9339892097746745
1,6,6,10500000.0,2048,7.875876191226274
1,6,6,105000000.0,512,7.608612949859241
1,6,6,105000000.0,1024,7.757350089209526
1,6,6,105000000.0,2048,7.544892108042855
1,6,9,262000.0,512,7.469933517591693
1,6,9,262000.0,1024,7.8125
1,6,9,262000.0,2048,7.233796296296297
1,6,9,1050000.0,512,7.459903021260724
1,6,9,1050000.0,1024,7.4443534579021815
1,6,9,1050000.0,2048,7.250580046403712
1,6,9,5240000.0,512,7.4649148999701405
1,6,9,5240000.0,1024,7.554011179936547
1,6,9,5240000.0,2048,7.191140514885661
1,6,9,10500000.0,512,7.698229407236336
1,6,9,10500000.0,1024,7.523322299127295
1,6,9,10500000.0,2048,7.377895824110963
1,6,9,105000000.0,512,7.530687551773477
1,6,9,105000000.0,1024,7.418947993174568
1,6,9,105000000.0,2048,7.257947452460444
1,6,12,262000.0,512,7.452675510508272
1,6,12,262000.0,1024,7.33783387144115
1,6,12,262000.0,2048,7.444907683144729
1,6,12,1050000.0,512,7.138777841233581
1,6,12,1050000.0,1024,7.062146892655368
1,6,12,1050000.0,2048,7.214486689272058
1,6,12,5240000.0,512,7.371913011426465
1,6,12,5240000.0,1024,7.191140514885661
1,6,12,5240000.0,2048,7.197869430648528
1,6,12,10500000.0,512,7.4013766560580265
1,6,12,10500000.0,1024,7.149495960534782
1,6,12,10500000.0,2048,6.881365262868153
1,6,12,105000000.0,512,7.427764985515858
1,6,12,105000000.0,1024,7.121999857560003
1,6,12,105000000.0,2048,7.180297264306742
2,1,1,262000.0,512,12.538084431460561
2,1,1,262000.0,1024,12.350253180190194
2,1,1,262000.0,2048,12.489072061945798
2,1,1,1050000.0,512,13.157548485566169
2,1,1,1050000.0,1024,12.24889759921607
2,1,1,1050000.0,2048,12.736744233439047
2,1,1,5240000.0,512,12.375931288829484
2,1,1,5240000.0,1024,12.34888057397597
2,1,1,5240000.0,2048,12.141816415735795
2,1,1,10500000.0,512,12.585581957309705
2,1,1,10500000.0,1024,12.563129726877559
2,1,1,10500000.0,2048,12.46898340378309
2,1,1,105000000.0,512,12.380374630136307
2,1,1,105000000.0,1024,12.475983731317214
2,1,1,105000000.0,2048,12.309964916599988
2,1,2,262000.0,512,8.771929824561404
2,1,2,262000.0,1024,9.047317470370036
2,1,2,262000.0,2048,8.932559178204556
2,1,2,1050000.0,512,8.916629514043692
2,1,2,1050000.0,1024,8.88572951839346
2,1,2,1050000.0,2048,8.704735376044567
2,1,2,5240000.0,512,8.896005693443644
2,1,2,5240000.0,1024,9.145783793671118
2,1,2,5240000.0,2048,8.698677800974252
2,1,2,10500000.0,512,8.723719794120212
2,1,2,10500000.0,1024,8.641548565502939
2,1,2,10500000.0,2048,8.624407072013799
2,1,2,105000000.0,512,8.867606632969762
2,1,2,105000000.0,1024,8.914244963451596
2,1,2,105000000.0,2048,8.758868354208635
2,1,3,262000.0,512,8.11886011204027
2,1,3,262000.0,1024,8.113590263691684
2,1,3,262000.0,2048,7.853608733212911
2,1,3,1050000.0,512,8.052826542116282
2,1,3,1050000.0,1024,7.808839606434484
2,1,3,1050000.0,2048,8.022462896109106
2,1,3,5240000.0,512,7.763372408974458
2,1,3,5240000.0,1024,8.386447500838644
2,1,3,5240000.0,2048,8.134710811030669
2,1,3,10500000.0,512,8.192020971573687
2,1,3,10500000.0,1024,7.937137868084768
2,1,3,10500000.0,2048,7.935248373274083
2,1,3,105000000.0,512,7.9611495900007965
2,1,3,105000000.0,1024,7.981482959533881
2,1,3,105000000.0,2048,7.864108210128971
2,1,6,262000.0,512,7.2987373184439095
2,1,6,262000.0,1024,7.966223213574445
2,1,6,262000.0,2048,7.665184730952016
2,1,6,1050000.0,512,7.848061528802385
2,1,6,1050000.0,1024,7.814331483941549
2,1,6,1050000.0,2048,7.797270955165692
2,1,6,5240000.0,512,7.562008469449486
2,1,6,5240000.0,1024,7.8901688496133815
2,1,6,5240000.0,2048,7.797878976918279
2,1,6,10500000.0,512,7.797878976918279
2,1,6,10500000.0,1024,7.56372437788367
2,1,6,10500000.0,2048,7.849909726038151
2,1,6,105000000.0,512,7.973845785822502
2,1,6,105000000.0,1024,7.9776625448743514
2,1,6,105000000.0,2048,7.852375343541421
2,1,9,262000.0,512,7.711884013264441
2,1,9,262000.0,1024,6.968641114982578
2,1,9,262000.0,2048,7.013606396409034
2,1,9,1050000.0,512,7.522756337922215
2,1,9,1050000.0,1024,7.448234768359899
2,1,9,1050000.0,2048,7.625438462711606
2,1,9,5240000.0,512,7.1622976650909616
2,1,9,5240000.0,1024,7.319572536963841
2,1,9,5240000.0,2048,7.284912945290304
2,1,9,10500000.0,512,7.3190368147551785
2,1,9,10500000.0,1024,7.207207207207207
2,1,9,10500000.0,2048,7.260582298700355
2,1,9,105000000.0,512,7.2511057936335295
2,1,9,105000000.0,1024,7.161784716751415
2,1,9,105000000.0,2048,7.23589001447178
2,1,12,262000.0,512,6.985191394244202
2,1,12,262000.0,1024,7.2511057936335295
2,1,12,262000.0,2048,7.343222205903951
2,1,12,1050000.0,512,7.2727272727272725
2,1,12,1050000.0,1024,6.9516857838025725
2,1,12,1050000.0,2048,7.5369309617123905
2,1,12,5240000.0,512,7.2223024700274445
2,1,12,5240000.0,1024,7.06164818868724
2,1,12,5240000.0,2048,6.987631891551953
2,1,12,10500000.0,512,7.358893222459342
2,1,12,10500000.0,1024,7.35456350665588
2,1,12,10500000.0,2048,6.917542888765911
2,1,12,105000000.0,512,7.692899453804139
2,1,12,105000000.0,1024,7.329766180458844
2,1,12,105000000.0,2048,6.878052135635188
2,2,1,262000.0,512,12.173299085785237
2,2,1,262000.0,1024,12.137984609035515
2,2,1,262000.0,2048,12.275963663147557
2,2,1,1050000.0,512,12.176411854954582
2,2,1,1050000.0,1024,11.844271518080282
2,2,1,1050000.0,2048,12.185908215739317
2,2,1,5240000.0,512,12.151554183780107
2,2,1,5240000.0,1024,12.183829621326575
2,2,1,5240000.0,2048,11.821868091595835
2,2,1,10500000.0,512,11.740534194305841
2,2,1,10500000.0,1024,12.012156302177804
2,2,1,10500000.0,2048,11.527643288606079
2,2,1,105000000.0,512,11.906746362488986
2,2,1,105000000.0,1024,11.796904492261232
2,2,1,105000000.0,2048,12.257605844426466
2,2,2,262000.0,512,8.161266628580755
2,2,2,262000.0,1024,8.012820512820513
2,2,2,262000.0,2048,8.13338755591704
2,2,2,1050000.0,512,8.169934640522875
2,2,2,1050000.0,1024,8.143985666585227
2,2,2,1050000.0,2048,7.984669434685404
2,2,2,5240000.0,512,8.01538954793203
2,2,2,5240000.0,1024,8.059316569954868
2,2,2,5240000.0,2048,8.16926721673066
2,2,2,10500000.0,512,8.034709946970914
2,2,2,10500000.0,1024,8.165264962848044
2,2,2,10500000.0,2048,8.099789405475457
2,2,2,105000000.0,512,7.948493760432398
2,2,2,105000000.0,1024,8.050233456770247
2,2,2,105000000.0,2048,8.09651040401587
2,2,3,262000.0,512,8.129420372327454
2,2,3,262000.0,1024,7.87959971633441
2,2,3,262000.0,2048,8.000640051204096
2,2,3,1050000.0,512,8.019889325527307
2,2,3,1050000.0,1024,8.240626287597857
2,2,3,1050000.0,2048,8.138020833333334
2,2,3,5240000.0,512,7.874635798094338
2,2,3,5240000.0,1024,8.014104824491104
2,2,3,5240000.0,2048,8.105041335710812
2,2,3,10500000.0,512,8.008970046452026
2,2,3,10500000.0,1024,8.272667107875579
2,2,3,10500000.0,2048,7.9007663743383105
2,2,3,105000000.0,512,7.96876245119133
2,2,3,105000000.0,1024,7.923302432453847
2,2,3,105000000.0,2048,8.169934640522875
2,2,6,262000.0,512,7.735746886361878
2,2,6,262000.0,1024,7.535795026375283
2,2,6,262000.0,2048,7.465472191116088
2,2,6,1050000.0,512,7.751337105650725
2,2,6,1050000.0,1024,7.637668983426258
2,2,6,1050000.0,2048,7.979572294924992
2,2,6,5240000.0,512,7.747733787867049
2,2,6,5240000.0,1024,7.636502481863307
2,2,6,5240000.0,2048,7.190106413574921
2,2,6,10500000.0,512,7.79423226812159
2,2,6,10500000.0,1024,7.60225026607876
2,2,6,10500000.0,2048,8.115565654926149
2,2,6,105000000.0,512,7.791195948578107
2,2,6,105000000.0,1024,7.933359777865927
2,2,6,105000000.0,2048,7.340527049842179
2,2,9,262000.0,512,7.153587524143358
2,2,9,262000.0,1024,7.336757153338224
2,2,9,262000.0,2048,7.605719501064801
2,2,9,1050000.0,512,6.94058856191005
2,2,9,1050000.0,1024,7.293414047115455
2,2,9,1050000.0,2048,7.134703196347032
2,2,9,5240000.0,512,7.0008401008120975
2,2,9,5240000.0,1024,7.364312541424258
2,2,9,5240000.0,2048,7.062146892655368
2,2,9,10500000.0,512,7.276961141027507
2,2,9,10500000.0,1024,7.211885186787827
2,2,9,10500000.0,2048,7.320644216691069
2,2,9,105000000.0,512,7.263746640517179
2,2,9,105000000.0,1024,7.094714437743881
2,2,9,105000000.0,2048,7.1199715201139195
2,2,12,262000.0,512,7.328154770628756
2,2,12,262000.0,1024,7.18958947444101
2,2,12,262000.0,2048,6.8728522336769755
2,2,12,1050000.0,512,6.9613644274277755
2,2,12,1050000.0,1024,7.283321194464676
2,2,12,1050000.0,2048,7.054673721340388
2,2,12,5240000.0,512,7.066638400113066
2,2,12,5240000.0,1024,6.78195998643608
2,2,12,5240000.0,2048,7.050197405527355
2,2,12,10500000.0,512,6.523582751647204
2,2,12,10500000.0,1024,6.84134911404529
2,2,12,10500000.0,2048,6.934331877123639
2,2,12,105000000.0,512,6.7944014132354935
2,2,12,105000000.0,1024,6.75219446320054
2,2,12,105000000.0,2048,7.191140514885661
2,3,1,262000.0,512,10.307365643488838
2,3,1,262000.0,1024,10.264095168690403
2,3,1,262000.0,2048,10.487786972071024
2,3,1,1050000.0,512,10.350252546162126
2,3,1,1050000.0,1024,10.363553455208722
2,3,1,1050000.0,2048,10.327911179963852
2,3,1,5240000.0,512,10.486467214060255
2,3,1,5240000.0,1024,10.64044860131303
2,3,1,5240000.0,2048,10.442991708264584
2,3,1,10500000.0,512,10.61244415201265
2,3,1,10500000.0,1024,10.30322387875166
2,3,1,10500000.0,2048,10.463315615452224
2,3,1,105000000.0,512,10.522328380824108
2,3,1,105000000.0,1024,10.44451871657754
2,3,1,105000000.0,2048,10.51967178624027
2,3,2,262000.0,512,8.739730816290859
2,3,2,262000.0,1024,8.702462796971544
2,3,2,262000.0,2048,8.48320325755005
2,3,2,1050000.0,512,8.837044892188052
2,3,2,1050000.0,1024,8.637816360024186
2,3,2,1050000.0,2048,8.872327211427557
2,3,2,5240000.0,512,8.437394532568343
2,3,2,5240000.0,1024,8.591803419537761
2,3,2,5240000.0,2048,8.499065102838689
2,3,2,10500000.0,512,8.657259111765216
2,3,2,10500000.0,1024,8.463100880162491
2,3,2,10500000.0,2048,8.677542519958347
2,3,2,105000000.0,512,8.73743993010048
2,3,2,105000000.0,1024,8.473858147614608
2,3,2,105000000.0,2048,8.784258608573436
2,3,3,262000.0,512,8.628872206402622
2,3,3,262000.0,1024,8.506294658046954
2,3,3,262000.0,2048,8.419634587858887
2,3,3,1050000.0,512,8.465250148141877
2,3,3,1050000.0,1024,8.529512111907199
2,3,3,1050000.0,2048,8.555783709787816
2,3,3,5240000.0,512,8.449514152936207
2,3,3,5240000.0,1024,8.593280054996992
2,3,3,5240000.0,2048,8.524422470377631
2,3,3,10500000.0,512,8.502678343678259
2,3,3,10500000.0,1024,8.694896095991654
2,3,3,10500000.0,2048,8.77654906090925
2,3,3,105000000.0,512,8.677542519958347
2,3,3,105000000.0,1024,8.587376556462
2,3,3,105000000.0,2048,8.466683600033866
2,3,6,262000.0,512,7.765783955890347
2,3,6,262000.0,1024,7.9013906447534765
2,3,6,262000.0,2048,7.840677434530344
2,3,6,1050000.0,512,7.988496564946477
2,3,6,1050000.0,1024,7.674008134448623
2,3,6,1050000.0,2048,7.496813854112002
2,3,6,5240000.0,512,7.825950853028643
2,3,6,5240000.0,1024,7.579777154551656
2,3,6,5240000.0,2048,7.785736530675802
2,3,6,10500000.0,512,7.967492630069318
2,3,6,10500000.0,1024,7.795447458684128
2,3,6,10500000.0,2048,7.620789513793629
2,3,6,105000000.0,512,7.848677497841614
2,3,6,105000000.0,1024,7.81372089388967
2,3,6,105000000.0,2048,7.978299026647519
2,3,9,262000.0,512,7.183391997701315
2,3,9,262000.0,1024,7.1199715201139195
2,3,9,262000.0,2048,7.279609812914027
2,3,9,1050000.0,512,7.245326764237067
2,3,9,1050000.0,1024,6.79671039217019
2,3,9,1050000.0,2048,7.056665020111495
2,3,9,5240000.0,512,7.171543316121629
2,3,9,5240000.0,1024,7.198905766323519
2,3,9,5240000.0,2048,7.246376811594203
2,3,9,10500000.0,512,7.356186552890981
2,3,9,10500000.0,1024,7.361601884570082
2,3,9,10500000.0,2048,7.344840249724569
2,3,9,105000000.0,512,7.24112961622013
2,3,9,105000000.0,1024,7.020499859590003
2,3,9,105000000.0,2048,7.1720576633436135
2,3,12,262000.0,512,7.027406886858749
2,3,12,262000.0,1024,6.839945280437757
2,3,12,262000.0,2048,6.990074094785404
2,3,12,1050000.0,512,7.133176403452457
