max_spout,spliters,counters,$<throughput
100.0,3,12,4.802843283223669
100.0,3,15,4.3029259896729775
100.0,3,18,4.709428275407365
100.0,6,1,10.852578572668866
100.0,6,3,4.911832604744831
100.0,6,6,4.632417658776116
100.0,6,9,4.321147696828278
100.0,6,12,4.017354973485457
100.0,6,15,4.223864836325237
100.0,6,18,4.369865408145429
1000.0,1,1,9.962143853357242
1000.0,1,3,4.987531172069826
1000.0,1,6,4.542357483533954
1000.0,1,9,4.014452027298274
1000.0,1,12,4.58547322083639
1000.0,1,15,4.255862450525599
1000.0,1,18,4.09970482125287
1000.0,2,1,11.538284026399594
1000.0,2,3,4.486518013369824
1000.0,2,6,3.875217981011432
1000.0,2,9,3.5550499484517757
1000.0,2,12,3.0865150158955523
1000.0,2,15,2.9807147754031416
1000.0,2,18,3.0473868657626086
1000.0,3,1,10.026168299261071
1000.0,3,3,5.253204454717378
1000.0,3,6,5.035753852351697
1000.0,3,9,4.364715638776134
1000.0,3,12,4.520386945122502
1000.0,3,15,4.518344478583047
1000.0,3,18,4.608082576839777
1000.0,6,1,8.6333419666753
1000.0,6,3,4.459706551308924
1000.0,6,6,3.9227993095873215
1000.0,6,9,3.865481252415926
1000.0,6,12,3.759963904346518
1000.0,6,15,3.871017690550846
1000.0,6,18,4.1228612657184085
10000.0,1,1,10.320876035957932
10000.0,1,3,4.982064567556796
10000.0,1,6,3.377009320545725
10000.0,1,9,4.985044865403789
10000.0,1,12,4.926108374384237
10000.0,1,15,4.776461597248758
10000.0,1,18,4.892367906066537
10000.0,2,1,13.456233600215299
10000.0,2,3,4.477678771324945
10000.0,2,6,3.3970853008119035
10000.0,2,9,3.315539935678525
10000.0,2,12,2.823423118188492
10000.0,2,15,3.0161363293620873
10000.0,2,18,3.131556696833996
10000.0,3,1,11.516624247100689
10000.0,3,3,5.6763353578929445
10000.0,3,6,5.331342965292957
10000.0,3,9,5.344735435595938
10000.0,3,12,5.1313628899835795
10000.0,3,15,4.646192445291084
10000.0,3,18,4.677268475210477
10000.0,6,1,4.726568038946921
10000.0,6,3,4.891889247627434
10000.0,6,6,3.7509377344336086
10000.0,6,9,3.9679390524561544
10000.0,6,12,3.849559225468684
10000.0,6,15,3.916960438699569
10000.0,6,18,3.7653437758867385
100000.0,1,1,13.379895369218213
100000.0,1,3,5.350741077639253
100000.0,1,6,3.6748493311774215
100000.0,1,9,2.710027100271003
100000.0,1,12,5.157297576070139
100000.0,1,15,4.801229114653351
100000.0,1,18,4.729250413809411
100000.0,2,1,13.85502105963201
100000.0,2,3,4.648136097424932
100000.0,2,6,3.471257983893363
100000.0,2,9,3.2606214744530306
100000.0,2,12,3.1755104633069764
100000.0,2,15,3.0711587481956943
100000.0,2,18,3.1421838177533385
100000.0,3,1,5.94106463878327
100000.0,3,3,5.583161185863436
100000.0,3,6,5.489679402722881
100000.0,3,9,5.599417660563302
100000.0,3,12,5.039814534825118
100000.0,3,15,4.777374355054462
100000.0,3,18,4.645329121568263
100000.0,6,1,3.20728695596395
100000.0,6,3,4.70566091007482
100000.0,6,6,3.761802655832675
100000.0,6,9,4.03926162297532
100000.0,6,12,3.8001140034201026
100000.0,6,15,3.856983067844332
100000.0,6,18,3.4904013961605584
1000000.0,1,1,2.303828963737732
1000000.0,1,3,1.9249648693911336
1000000.0,1,6,2.383619764975091
1000000.0,1,9,2.3906858877812045
1000000.0,1,12,1.829625292740047
1000000.0,1,15,2.27148827912048
1000000.0,1,18,1.969162908847449
1000000.0,2,1,2.5646286417726714
1000000.0,2,3,2.2672138209354524
1000000.0,2,6,2.180739706908583
1000000.0,2,9,2.093977720077058
1000000.0,2,12,1.8854761770085036
1000000.0,2,15,1.9434457292780098
1000000.0,2,18,1.5192258025310301
1000000.0,3,1,3.7053505261597746
1000000.0,3,3,5.226571891496367
1000000.0,3,6,5.15331100231899
1000000.0,3,9,5.190491020450534
1000000.0,3,12,4.979831681689159
1000000.0,3,15,5.176251358765982
1000000.0,3,18,4.924410301866351
1000000.0,6,1,3.2763252735731605
1000000.0,6,3,4.804920238324044
1000000.0,6,6,3.9641639578212953
1000000.0,6,9,3.7054878274724867
1000000.0,6,12,3.7772909269471935
1000000.0,6,15,3.9734573052012556
1000000.0,6,18,3.712917239074741
