spouts,max_spout,sorters,emit_freq,chunk_size,message_size,$<latency
1,10,1,120,10000000.0,1000.0,3.6521
1,10,1,120,10000000.0,10000.0,10.399000000000001
1,10,1,120,10000000.0,100000.0,78.21
1,10,1,300,100000.0,1000.0,3.4037
1,10,1,300,100000.0,10000.0,8.4771
1,10,1,300,100000.0,100000.0,68.858
1,10,1,300,1000000.0,1000.0,3.6102
1,10,1,300,1000000.0,10000.0,8.9053
1,10,1,300,1000000.0,100000.0,70.905
1,10,1,300,2000000.0,1000.0,3.5715
1,10,1,300,2000000.0,10000.0,9.8958
1,10,1,300,2000000.0,100000.0,80.725
1,10,1,300,10000000.0,1000.0,3.6827
1,10,1,300,10000000.0,10000.0,12.432
1,10,1,300,10000000.0,100000.0,83.837
1,10,2,1,100000.0,1000.0,4.0268
1,10,2,1,100000.0,10000.0,15.595
1,10,2,1,100000.0,100000.0,128.0
1,10,2,1,1000000.0,1000.0,5.0291
1,10,2,1,1000000.0,10000.0,18.804000000000002
1,10,2,1,1000000.0,100000.0,137.53
1,10,2,1,2000000.0,1000.0,5.156000000000001
1,10,2,1,2000000.0,10000.0,23.5
1,10,2,1,2000000.0,100000.0,152.7
1,10,2,1,10000000.0,1000.0,5.6128
1,10,2,1,10000000.0,10000.0,25.679000000000002
1,10,2,1,10000000.0,100000.0,178.61
1,10,2,10,100000.0,1000.0,3.6416
1,10,2,10,100000.0,10000.0,8.8329
1,10,2,10,100000.0,100000.0,88.18799999999999
1,10,2,10,1000000.0,1000.0,3.3939999999999997
1,10,2,10,1000000.0,10000.0,10.637
1,10,2,10,1000000.0,100000.0,80.847
1,10,2,10,2000000.0,1000.0,3.4625
1,10,2,10,2000000.0,10000.0,9.3814
1,10,2,10,2000000.0,100000.0,73.145
1,10,2,10,10000000.0,1000.0,3.7329
1,10,2,10,10000000.0,10000.0,11.198
1,10,2,10,10000000.0,100000.0,98.881
1,10,2,60,100000.0,1000.0,3.2159
1,10,2,60,100000.0,10000.0,7.9952
1,10,2,60,100000.0,100000.0,65.079
1,10,2,60,1000000.0,1000.0,3.585
1,10,2,60,1000000.0,10000.0,8.4112
1,10,2,60,1000000.0,100000.0,65.76
1,10,2,60,2000000.0,1000.0,3.5835
1,10,2,60,2000000.0,10000.0,8.5012
1,10,2,60,2000000.0,100000.0,75.165
1,10,2,60,10000000.0,1000.0,3.4447
1,10,2,60,10000000.0,10000.0,10.0
1,10,2,60,10000000.0,100000.0,83.818
1,10,2,120,100000.0,1000.0,3.5464
1,10,2,120,100000.0,10000.0,8.5318
1,10,2,120,100000.0,100000.0,69.778
1,10,2,120,1000000.0,1000.0,3.6629
1,10,2,120,1000000.0,10000.0,8.1541
1,10,2,120,1000000.0,100000.0,68.837
1,10,2,120,2000000.0,1000.0,3.6476
1,10,2,120,2000000.0,10000.0,8.7319
1,10,2,120,2000000.0,100000.0,69.313
1,10,2,120,10000000.0,1000.0,3.9789999999999996
1,10,2,120,10000000.0,10000.0,9.8389
1,10,2,120,10000000.0,100000.0,84.449
1,10,2,300,100000.0,1000.0,3.555
1,10,2,300,100000.0,10000.0,7.821000000000001
1,10,2,300,100000.0,100000.0,60.38
1,10,2,300,1000000.0,1000.0,3.2435
1,10,2,300,1000000.0,10000.0,9.2364
1,10,2,300,1000000.0,100000.0,73.012
1,10,2,300,2000000.0,1000.0,3.3671
1,10,2,300,2000000.0,10000.0,8.8802
1,10,2,300,2000000.0,100000.0,81.577
1,10,2,300,10000000.0,1000.0,3.5085
1,10,2,300,10000000.0,10000.0,10.735999999999999
1,10,2,300,10000000.0,100000.0,85.027
1,10,3,1,100000.0,1000.0,2.0909999999999997
1,10,3,1,100000.0,10000.0,2.0
1,10,3,1,100000.0,100000.0,2.0452
1,10,3,1,1000000.0,1000.0,2.1
1,10,3,1,1000000.0,10000.0,2.0339
1,10,3,1,1000000.0,100000.0,2.0216
1,10,3,1,2000000.0,1000.0,2.1
1,10,3,1,2000000.0,10000.0,2.1
1,10,3,1,2000000.0,100000.0,2.1333
1,10,3,1,10000000.0,1000.0,2.6917
1,10,3,1,10000000.0,10000.0,2.6655
1,10,3,1,10000000.0,100000.0,2.5313
1,10,3,10,100000.0,1000.0,2.0
1,10,3,10,100000.0,10000.0,2.0
1,10,3,10,100000.0,100000.0,2.0036
1,10,3,10,1000000.0,1000.0,1.9679
1,10,3,10,1000000.0,10000.0,1.9280000000000002
1,10,3,10,1000000.0,100000.0,2.0006
1,10,3,10,2000000.0,1000.0,1.9659
1,10,3,10,2000000.0,10000.0,1.9772
1,10,3,10,2000000.0,100000.0,2.0083
1,10,3,10,10000000.0,1000.0,2.1963
1,10,3,10,10000000.0,10000.0,2.1371
1,10,3,10,10000000.0,100000.0,2.2464
1,10,3,60,100000.0,1000.0,2.0
1,10,3,60,100000.0,10000.0,2.0
1,10,3,60,100000.0,100000.0,2.0
1,10,3,60,1000000.0,1000.0,2.0
1,10,3,60,1000000.0,10000.0,1.9595
1,10,3,60,1000000.0,100000.0,2.0
1,10,3,60,2000000.0,1000.0,2.0269
1,10,3,60,2000000.0,10000.0,1.9509
1,10,3,60,2000000.0,100000.0,2.0458
1,10,3,60,10000000.0,1000.0,2.0145
1,10,3,60,10000000.0,10000.0,2.3169
1,10,3,60,10000000.0,100000.0,2.2148
1,10,3,120,100000.0,1000.0,2.0216
1,10,3,120,100000.0,10000.0,2.0
1,10,3,120,100000.0,100000.0,2.0
1,10,3,120,1000000.0,1000.0,2.0114
1,10,3,120,1000000.0,10000.0,2.22
1,10,3,120,1000000.0,100000.0,1.9
1,10,3,120,2000000.0,1000.0,2.0101
1,10,3,120,2000000.0,10000.0,1.9341
1,10,3,120,2000000.0,100000.0,1.9218
1,10,3,120,10000000.0,1000.0,2.1881
1,10,3,120,10000000.0,10000.0,2.3671
1,10,3,120,10000000.0,100000.0,2.352
1,10,3,300,100000.0,1000.0,2.0
1,10,3,300,100000.0,10000.0,1.9411
1,10,3,300,100000.0,100000.0,2.0
1,10,3,300,1000000.0,1000.0,2.0048
1,10,3,300,1000000.0,10000.0,2.0
1,10,3,300,1000000.0,100000.0,1.9653
1,10,3,300,2000000.0,1000.0,2.0518
1,10,3,300,2000000.0,10000.0,1.9115
1,10,3,300,2000000.0,100000.0,2.0488
1,10,3,300,10000000.0,1000.0,2.0894
1,10,3,300,10000000.0,10000.0,2.4295
1,10,3,300,10000000.0,100000.0,2.2921
1,10,6,1,100000.0,1000.0,2.472
1,10,6,1,100000.0,10000.0,2.156
1,10,6,1,100000.0,100000.0,2.0297
1,10,6,1,1000000.0,1000.0,2.3425
1,10,6,1,1000000.0,10000.0,2.4231
1,10,6,1,1000000.0,100000.0,2.1
1,10,6,1,2000000.0,1000.0,2.19
1,10,6,1,2000000.0,10000.0,2.1435
1,10,6,1,2000000.0,100000.0,2.1433
1,10,6,1,10000000.0,1000.0,3.3012
1,10,6,1,10000000.0,10000.0,3.3667
1,10,6,1,10000000.0,100000.0,2.7574
1,10,6,10,100000.0,1000.0,2.0
1,10,6,10,100000.0,10000.0,2.0
1,10,6,10,100000.0,100000.0,1.9786
1,10,6,10,1000000.0,1000.0,2.0357
1,10,6,10,1000000.0,10000.0,1.9707
1,10,6,10,1000000.0,100000.0,2.3131
1,10,6,10,2000000.0,1000.0,2.0
1,10,6,10,2000000.0,10000.0,2.0121
1,10,6,10,2000000.0,100000.0,2.0
1,10,6,10,10000000.0,1000.0,2.3199
1,10,6,10,10000000.0,10000.0,2.6764
1,10,6,10,10000000.0,100000.0,2.4156
1,10,6,60,100000.0,1000.0,2.2629
1,10,6,60,100000.0,10000.0,2.3329
1,10,6,60,100000.0,100000.0,1.9707
1,10,6,60,1000000.0,1000.0,2.0289
1,10,6,60,1000000.0,10000.0,2.0399
1,10,6,60,1000000.0,100000.0,2.0
1,10,6,60,2000000.0,1000.0,2.0121
1,10,6,60,2000000.0,10000.0,2.0138
1,10,6,60,2000000.0,100000.0,1.9946
1,10,6,60,10000000.0,1000.0,2.3309
1,10,6,60,10000000.0,10000.0,2.0853
1,10,6,60,10000000.0,100000.0,2.3382
1,10,6,120,100000.0,1000.0,2.2406
1,10,6,120,100000.0,10000.0,1.9512
1,10,6,120,100000.0,100000.0,2.0
1,10,6,120,1000000.0,1000.0,1.9886
1,10,6,120,1000000.0,10000.0,2.0067
1,10,6,120,1000000.0,100000.0,2.0006
1,10,6,120,2000000.0,1000.0,2.3422
1,10,6,120,2000000.0,10000.0,1.9869
1,10,6,120,2000000.0,100000.0,1.9641
1,10,6,120,10000000.0,1000.0,2.1832
1,10,6,120,10000000.0,10000.0,2.5804
1,10,6,120,10000000.0,100000.0,2.5689
1,10,6,300,100000.0,1000.0,1.9
1,10,6,300,100000.0,10000.0,1.9115
1,10,6,300,100000.0,100000.0,1.9524
1,10,6,300,1000000.0,1000.0,2.0
1,10,6,300,1000000.0,10000.0,2.0226
1,10,6,300,1000000.0,100000.0,2.0102
1,10,6,300,2000000.0,1000.0,2.0982
1,10,6,300,2000000.0,10000.0,1.9466
1,10,6,300,2000000.0,100000.0,2.1735
1,10,6,300,10000000.0,1000.0,2.6339
1,10,6,300,10000000.0,10000.0,2.76
1,10,6,300,10000000.0,100000.0,2.0424
1,10,9,1,100000.0,1000.0,2.0945
1,10,9,1,100000.0,10000.0,2.0
1,10,9,1,100000.0,100000.0,2.0018
1,10,9,1,1000000.0,1000.0,2.3494
1,10,9,1,1000000.0,10000.0,2.5222
1,10,9,1,1000000.0,100000.0,2.0695
1,10,9,1,2000000.0,1000.0,2.5469999999999997
1,10,9,1,2000000.0,10000.0,2.3422
1,10,9,1,2000000.0,100000.0,2.1981
1,10,9,1,10000000.0,1000.0,3.6012
1,10,9,1,10000000.0,10000.0,3.5096
1,10,9,1,10000000.0,100000.0,3.4209
1,10,9,10,100000.0,1000.0,2.1235
1,10,9,10,100000.0,10000.0,2.3072
1,10,9,10,100000.0,100000.0,2.2515
1,10,9,10,1000000.0,1000.0,2.0142
1,10,9,10,1000000.0,10000.0,2.0183
1,10,9,10,1000000.0,100000.0,2.0084
1,10,9,10,2000000.0,1000.0,2.3524
1,10,9,10,2000000.0,10000.0,2.0814
1,10,9,10,2000000.0,100000.0,2.3416
1,10,9,10,10000000.0,1000.0,2.4107
1,10,9,10,10000000.0,10000.0,2.5765
1,10,9,10,10000000.0,100000.0,2.5576
1,10,9,60,100000.0,1000.0,1.9643
1,10,9,60,100000.0,10000.0,2.1012
1,10,9,60,100000.0,100000.0,2.0349
1,10,9,60,1000000.0,1000.0,2.2994
1,10,9,60,1000000.0,10000.0,2.6327
1,10,9,60,1000000.0,100000.0,2.1795
1,10,9,60,2000000.0,1000.0,2.0818
1,10,9,60,2000000.0,10000.0,2.0524
1,10,9,60,2000000.0,100000.0,2.4298
1,10,9,60,10000000.0,1000.0,3.0873
1,10,9,60,10000000.0,10000.0,2.3226
1,10,9,60,10000000.0,100000.0,2.5393
1,10,9,120,100000.0,1000.0,2.0066
1,10,9,120,100000.0,10000.0,2.0
1,10,9,120,100000.0,100000.0,2.0
1,10,9,120,1000000.0,1000.0,2.0
1,10,9,120,1000000.0,10000.0,2.053
1,10,9,120,1000000.0,100000.0,2.0456
1,10,9,120,2000000.0,1000.0,2.0567
1,10,9,120,2000000.0,10000.0,2.0351
1,10,9,120,2000000.0,100000.0,2.2964
1,10,9,120,10000000.0,1000.0,2.2571
1,10,9,120,10000000.0,10000.0,2.7953
1,10,9,120,10000000.0,100000.0,2.4805
1,10,9,300,100000.0,1000.0,2.0
1,10,9,300,100000.0,10000.0,2.0179
1,10,9,300,100000.0,100000.0,2.0
1,10,9,300,1000000.0,1000.0,2.1671
1,10,9,300,1000000.0,10000.0,2.2605
1,10,9,300,1000000.0,100000.0,2.0491
1,10,9,300,2000000.0,1000.0,2.0
1,10,9,300,2000000.0,10000.0,2.0604
1,10,9,300,2000000.0,100000.0,2.1089
1,10,9,300,10000000.0,1000.0,2.414
1,10,9,300,10000000.0,10000.0,2.2132
1,10,9,300,10000000.0,100000.0,2.1701
1,10,12,1,100000.0,1000.0,2.1
1,10,12,1,100000.0,10000.0,2.0079
1,10,12,1,100000.0,100000.0,2.2571
1,10,12,1,1000000.0,1000.0,2.4618
1,10,12,1,1000000.0,10000.0,2.4090000000000003
1,10,12,1,1000000.0,100000.0,2.1411
1,10,12,1,2000000.0,1000.0,2.3832
1,10,12,1,2000000.0,10000.0,2.3072
1,10,12,1,2000000.0,100000.0,2.3787
1,10,12,1,10000000.0,1000.0,4.9708
1,10,12,1,10000000.0,10000.0,3.8438
1,10,12,1,10000000.0,100000.0,4.3922
1,10,12,10,100000.0,1000.0,2.0518
1,10,12,10,100000.0,10000.0,2.1
1,10,12,10,100000.0,100000.0,2.0567
1,10,12,10,1000000.0,1000.0,2.0339
1,10,12,10,1000000.0,10000.0,2.2843
1,10,12,10,1000000.0,100000.0,2.122
1,10,12,10,2000000.0,1000.0,2.2976
1,10,12,10,2000000.0,10000.0,2.1278
1,10,12,10,2000000.0,100000.0,2.0795
1,10,12,10,10000000.0,1000.0,2.6673
1,10,12,10,10000000.0,10000.0,2.4969
1,10,12,10,10000000.0,100000.0,3.091
1,10,12,60,100000.0,1000.0,2.0157
1,10,12,60,100000.0,10000.0,2.3271
1,10,12,60,100000.0,100000.0,2.0343
1,10,12,60,1000000.0,1000.0,2.2793
1,10,12,60,1000000.0,10000.0,2.1153
1,10,12,60,1000000.0,100000.0,2.0
1,10,12,60,2000000.0,1000.0,2.1814
1,10,12,60,2000000.0,10000.0,2.0976
1,10,12,60,2000000.0,100000.0,2.1916
1,10,12,60,10000000.0,1000.0,2.8196
1,10,12,60,10000000.0,10000.0,2.7867
1,10,12,60,10000000.0,100000.0,2.4771
1,10,12,120,100000.0,1000.0,2.0122
1,10,12,120,100000.0,10000.0,2.3163
1,10,12,120,100000.0,100000.0,2.0
1,10,12,120,1000000.0,1000.0,2.0286
1,10,12,120,1000000.0,10000.0,2.0
1,10,12,120,1000000.0,100000.0,2.2256
1,10,12,120,2000000.0,1000.0,2.1412
1,10,12,120,2000000.0,10000.0,2.1018
1,10,12,120,2000000.0,100000.0,2.2733
1,10,12,120,10000000.0,1000.0,2.7689999999999997
1,10,12,120,10000000.0,10000.0,2.5905
1,10,12,120,10000000.0,100000.0,2.121
1,10,12,300,100000.0,1000.0,2.0
1,10,12,300,100000.0,10000.0,2.0723
1,10,12,300,100000.0,100000.0,2.5449
1,10,12,300,1000000.0,1000.0,2.1807
1,10,12,300,1000000.0,10000.0,2.0536
1,10,12,300,1000000.0,100000.0,1.9945
1,10,12,300,2000000.0,1000.0,2.3542
1,10,12,300,2000000.0,10000.0,2.1988
1,10,12,300,2000000.0,100000.0,2.1
1,10,12,300,10000000.0,1000.0,2.1361
1,10,12,300,10000000.0,10000.0,2.1826
1,10,12,300,10000000.0,100000.0,2.3586
1,10,15,1,100000.0,1000.0,2.0333
1,10,15,1,100000.0,10000.0,2.1
1,10,15,1,100000.0,100000.0,2.0
1,10,15,1,1000000.0,1000.0,2.2071
1,10,15,1,1000000.0,10000.0,2.2096
1,10,15,1,1000000.0,100000.0,2.3724
1,10,15,1,2000000.0,1000.0,2.3274
1,10,15,1,2000000.0,10000.0,2.455
1,10,15,1,2000000.0,100000.0,2.4798
1,10,15,1,10000000.0,1000.0,6.5856
1,10,15,1,10000000.0,10000.0,7.1202
1,10,15,1,10000000.0,100000.0,6.5994
1,10,15,10,100000.0,1000.0,2.1635
1,10,15,10,100000.0,10000.0,2.2776
1,10,15,10,100000.0,100000.0,2.0
1,10,15,10,1000000.0,1000.0,2.0619
1,10,15,10,1000000.0,10000.0,2.3361
1,10,15,10,1000000.0,100000.0,2.2861
1,10,15,10,2000000.0,1000.0,2.1952
1,10,15,10,2000000.0,10000.0,2.1307
1,10,15,10,2000000.0,100000.0,2.1084
1,10,15,10,10000000.0,1000.0,2.9904
1,10,15,10,10000000.0,10000.0,2.4536
1,10,15,10,10000000.0,100000.0,2.8006
1,10,15,60,100000.0,1000.0,2.1
1,10,15,60,100000.0,10000.0,2.0380000000000003
1,10,15,60,100000.0,100000.0,2.1
1,10,15,60,1000000.0,1000.0,2.3238
1,10,15,60,1000000.0,10000.0,2.077
1,10,15,60,1000000.0,100000.0,2.1497
1,10,15,60,2000000.0,1000.0,2.3564
1,10,15,60,2000000.0,10000.0,2.1599
1,10,15,60,2000000.0,100000.0,2.1018
1,10,15,60,10000000.0,1000.0,2.991
1,10,15,60,10000000.0,10000.0,4.521
1,10,15,60,10000000.0,100000.0,2.5627
1,10,15,120,100000.0,1000.0,2.0262
1,10,15,120,100000.0,10000.0,2.0
1,10,15,120,100000.0,100000.0,2.0
1,10,15,120,1000000.0,1000.0,2.0607
1,10,15,120,1000000.0,10000.0,2.325
1,10,15,120,1000000.0,100000.0,2.1482
1,10,15,120,2000000.0,1000.0,2.2497
1,10,15,120,2000000.0,10000.0,2.1367
1,10,15,120,2000000.0,100000.0,2.3795
1,10,15,120,10000000.0,1000.0,3.0916
1,10,15,120,10000000.0,10000.0,3.1448
1,10,15,120,10000000.0,100000.0,2.4108
1,10,15,300,100000.0,1000.0,2.0244
1,10,15,300,100000.0,10000.0,2.0595
1,10,15,300,100000.0,100000.0,2.0
1,10,15,300,1000000.0,1000.0,2.0354
1,10,15,300,1000000.0,10000.0,2.2254
1,10,15,300,1000000.0,100000.0,2.1202
1,10,15,300,2000000.0,1000.0,2.6599
1,10,15,300,2000000.0,10000.0,2.2914
1,10,15,300,2000000.0,100000.0,2.1024
1,10,15,300,10000000.0,1000.0,2.3156
1,10,15,300,10000000.0,10000.0,2.7642
1,10,15,300,10000000.0,100000.0,2.1261
1,10,18,1,100000.0,1000.0,2.1
1,10,18,1,100000.0,10000.0,2.1384
1,10,18,1,100000.0,100000.0,2.383
1,10,18,1,1000000.0,1000.0,2.2283
1,10,18,1,1000000.0,10000.0,2.2114
1,10,18,1,1000000.0,100000.0,2.441
1,10,18,1,2000000.0,1000.0,2.6976
1,10,18,1,2000000.0,10000.0,2.6994
1,10,18,1,2000000.0,100000.0,2.3813
1,10,18,1,10000000.0,1000.0,7.2114
1,10,18,1,10000000.0,10000.0,8.8446
1,10,18,1,10000000.0,100000.0,7.2377
1,10,18,10,100000.0,1000.0,2.2988
1,10,18,10,100000.0,10000.0,2.012
1,10,18,10,100000.0,100000.0,2.3144
1,10,18,10,1000000.0,1000.0,2.3393
1,10,18,10,1000000.0,10000.0,2.0425
1,10,18,10,1000000.0,100000.0,2.1585
1,10,18,10,2000000.0,1000.0,2.4479
1,10,18,10,2000000.0,10000.0,2.3127
1,10,18,10,2000000.0,100000.0,2.4157
1,10,18,10,10000000.0,1000.0,3.3587
1,10,18,10,10000000.0,10000.0,2.8242
1,10,18,10,10000000.0,100000.0,3.1584
1,10,18,60,100000.0,1000.0,2.3174
1,10,18,60,100000.0,10000.0,2.0
1,10,18,60,100000.0,100000.0,2.1398
1,10,18,60,1000000.0,1000.0,2.2855
1,10,18,60,1000000.0,10000.0,2.4166
1,10,18,60,1000000.0,100000.0,2.2141
1,10,18,60,2000000.0,1000.0,2.1698
1,10,18,60,2000000.0,10000.0,2.128
1,10,18,60,2000000.0,100000.0,2.1584
1,10,18,60,10000000.0,1000.0,5.4665
1,10,18,60,10000000.0,10000.0,3.3012
1,10,18,60,10000000.0,100000.0,2.1102
1,10,18,120,100000.0,1000.0,2.0292
1,10,18,120,100000.0,10000.0,2.0891
1,10,18,120,100000.0,100000.0,2.0
1,10,18,120,1000000.0,1000.0,2.0211
1,10,18,120,1000000.0,10000.0,2.1277
1,10,18,120,1000000.0,100000.0,2.0867
1,10,18,120,2000000.0,1000.0,2.2401
1,10,18,120,2000000.0,10000.0,2.1648
1,10,18,120,2000000.0,100000.0,2.1964
1,10,18,120,10000000.0,1000.0,2.6305
1,10,18,120,10000000.0,10000.0,2.3280000000000003
1,10,18,120,10000000.0,100000.0,2.8876
1,10,18,300,100000.0,1000.0,2.0214
1,10,18,300,100000.0,10000.0,2.3212
1,10,18,300,100000.0,100000.0,2.0207
1,10,18,300,1000000.0,1000.0,2.1971
1,10,18,300,1000000.0,10000.0,2.1107
1,10,18,300,1000000.0,100000.0,2.2201
1,10,18,300,2000000.0,1000.0,2.1164
1,10,18,300,2000000.0,10000.0,2.3266
1,10,18,300,2000000.0,100000.0,2.1065
1,10,18,300,10000000.0,1000.0,6.7653
1,10,18,300,10000000.0,10000.0,2.2512
1,10,18,300,10000000.0,100000.0,2.2728
1,100,1,1,100000.0,1000.0,17.546
1,100,1,1,100000.0,10000.0,155.13
1,100,1,1,100000.0,100000.0,1662.3
1,100,1,1,1000000.0,1000.0,34.843
1,100,1,1,1000000.0,10000.0,228.81
1,100,1,1,1000000.0,100000.0,1675.4
1,100,1,1,2000000.0,1000.0,37.82
1,100,1,1,2000000.0,10000.0,239.87
1,100,1,1,2000000.0,100000.0,1794.8
1,100,1,1,10000000.0,1000.0,40.326
1,100,1,1,10000000.0,10000.0,275.42
1,100,1,1,10000000.0,100000.0,1891.7
1,100,1,10,100000.0,1000.0,20.178
1,100,1,10,100000.0,10000.0,170.57
1,100,1,10,100000.0,100000.0,1867.1
1,100,1,10,1000000.0,1000.0,28.753
1,100,1,10,1000000.0,10000.0,181.85
1,100,1,10,1000000.0,100000.0,1781.0
1,100,1,10,2000000.0,1000.0,28.246
1,100,1,10,2000000.0,10000.0,179.49
1,100,1,10,2000000.0,100000.0,1933.7
1,100,1,10,10000000.0,1000.0,29.721
1,100,1,10,10000000.0,10000.0,187.61
1,100,1,10,10000000.0,100000.0,2001.9
1,100,1,60,100000.0,1000.0,26.034000000000002
1,100,1,60,100000.0,10000.0,157.93
1,100,1,60,100000.0,100000.0,1898.6
1,100,1,60,1000000.0,1000.0,26.673000000000002
1,100,1,60,1000000.0,10000.0,162.74
1,100,1,60,1000000.0,100000.0,1765.7
1,100,1,60,2000000.0,1000.0,25.351
1,100,1,60,2000000.0,10000.0,174.76
1,100,1,60,2000000.0,100000.0,1867.8
1,100,1,60,10000000.0,1000.0,28.636999999999997
1,100,1,60,10000000.0,10000.0,185.04
1,100,1,60,10000000.0,100000.0,2154.3
1,100,1,120,100000.0,1000.0,25.049
1,100,1,120,100000.0,10000.0,167.86
1,100,1,120,100000.0,100000.0,1851.6
1,100,1,120,1000000.0,1000.0,26.412
1,100,1,120,1000000.0,10000.0,165.35
1,100,1,120,1000000.0,100000.0,1877.9
1,100,1,120,2000000.0,1000.0,25.951999999999998
1,100,1,120,2000000.0,10000.0,164.64
1,100,1,120,2000000.0,100000.0,1923.3
1,100,1,120,10000000.0,1000.0,28.107
1,100,1,120,10000000.0,10000.0,189.5
1,100,1,120,10000000.0,100000.0,2074.6
1,100,1,300,100000.0,1000.0,26.804000000000002
1,100,1,300,100000.0,10000.0,154.19
1,100,1,300,100000.0,100000.0,1846.1
1,100,1,300,1000000.0,1000.0,26.025
1,100,1,300,1000000.0,10000.0,158.98
1,100,1,300,1000000.0,100000.0,1811.9
1,100,1,300,2000000.0,1000.0,25.149
1,100,1,300,2000000.0,10000.0,169.64
1,100,1,300,2000000.0,100000.0,1862.2
1,100,1,300,10000000.0,1000.0,26.875
1,100,1,300,10000000.0,10000.0,181.79
1,100,1,300,10000000.0,100000.0,1976.7
1,100,2,1,100000.0,1000.0,37.65
1,100,2,1,100000.0,10000.0,165.2
1,100,2,1,100000.0,100000.0,1011.7
1,100,2,1,1000000.0,1000.0,45.105
1,100,2,1,1000000.0,10000.0,173.78
1,100,2,1,1000000.0,100000.0,1044.6
1,100,2,1,2000000.0,1000.0,47.147
1,100,2,1,2000000.0,10000.0,183.31
1,100,2,1,2000000.0,100000.0,1082.3
1,100,2,1,10000000.0,1000.0,56.995
1,100,2,1,10000000.0,10000.0,217.55
1,100,2,1,10000000.0,100000.0,1175.7
1,100,2,10,100000.0,1000.0,37.157
1,100,2,10,100000.0,10000.0,130.87
1,100,2,10,100000.0,100000.0,926.17
1,100,2,10,1000000.0,1000.0,49.352
1,100,2,10,1000000.0,10000.0,151.49
1,100,2,10,1000000.0,100000.0,851.6
1,100,2,10,2000000.0,1000.0,55.976000000000006
1,100,2,10,2000000.0,10000.0,155.7
1,100,2,10,2000000.0,100000.0,864.19
1,100,2,10,10000000.0,1000.0,55.138999999999996
1,100,2,10,10000000.0,10000.0,162.88
1,100,2,10,10000000.0,100000.0,1008.2
1,100,2,60,100000.0,1000.0,50.247
1,100,2,60,100000.0,10000.0,138.18
1,100,2,60,100000.0,100000.0,811.93
1,100,2,60,1000000.0,1000.0,50.688
1,100,2,60,1000000.0,10000.0,148.5
1,100,2,60,1000000.0,100000.0,834.34
1,100,2,60,2000000.0,1000.0,55.184
1,100,2,60,2000000.0,10000.0,153.39
1,100,2,60,2000000.0,100000.0,861.74
1,100,2,60,10000000.0,1000.0,51.842
1,100,2,60,10000000.0,10000.0,180.33
1,100,2,60,10000000.0,100000.0,930.72
1,100,2,120,100000.0,1000.0,49.791000000000004
1,100,2,120,100000.0,10000.0,139.82
1,100,2,120,100000.0,100000.0,816.42
1,100,2,120,1000000.0,1000.0,50.143
1,100,2,120,1000000.0,10000.0,147.14
1,100,2,120,1000000.0,100000.0,819.91
1,100,2,120,2000000.0,1000.0,51.918
1,100,2,120,2000000.0,10000.0,166.03
1,100,2,120,2000000.0,100000.0,821.67
1,100,2,120,10000000.0,1000.0,47.708
1,100,2,120,10000000.0,10000.0,157.23
1,100,2,120,10000000.0,100000.0,992.3
1,100,2,300,100000.0,1000.0,50.174
1,100,2,300,100000.0,10000.0,151.91
1,100,2,300,100000.0,100000.0,767.54
