max_spout,spliters,counters,$<throughput
100000.0,3,12,5.25568928364955
100000.0,3,15,5.1313628899835795
100000.0,3,18,5.58659217877095
100000.0,6,1,13.113206310074878
100000.0,6,3,5.053057099545224
100000.0,6,6,4.012197079120527
100000.0,6,9,3.9032006245121
100000.0,6,12,3.9231071008238523
100000.0,6,15,3.7433555439095607
100000.0,6,18,3.6597862684819207
1000000.0,1,1,2.0442372950652112
1000000.0,1,3,2.3178193955127018
1000000.0,1,6,3.0738019856760825
1000000.0,1,9,2.77947634665629
1000000.0,1,12,2.585649644473174
1000000.0,1,15,2.5118685790359447
1000000.0,1,18,2.161134163208852
1000000.0,2,1,2.782182900703892
1000000.0,2,3,2.4201940995667854
1000000.0,2,6,1.9007431905875196
1000000.0,2,9,1.628584922560787
1000000.0,2,12,1.6470937031607729
1000000.0,2,15,1.5690212445476512
1000000.0,2,18,1.584459620046583
1000000.0,3,1,2.1394035342946385
1000000.0,3,3,5.614823133071308
1000000.0,3,6,5.441288497116117
1000000.0,3,9,5.088281687274208
1000000.0,3,12,5.2554130754677315
1000000.0,3,15,4.9441313161277565
1000000.0,3,18,4.975124378109452
1000000.0,6,1,2.7681660899653977
1000000.0,6,3,4.961055712655653
1000000.0,6,6,4.165104752384522
1000000.0,6,9,3.9506953223767383
1000000.0,6,12,3.7970838396111786
1000000.0,6,15,3.9387136161329708
1000000.0,6,18,3.805464647233427
