spout_wait,spliters,counters,$<throughput
3,1,13,7.151029748283753
3,1,14,6.108362348054486
3,1,15,6.800870511425463
3,1,16,7.878358150161507
3,1,17,5.490282200505106
3,1,18,7.09823963657013
3,2,1,11.353444067257803
3,2,2,8.109642364771714
3,2,3,8.017960230917256
3,2,4,6.591957811470007
3,2,5,6.317917614354309
3,2,6,6.586747464102226
3,2,7,6.236357966947303
3,2,8,5.848979353102884
3,2,9,6.284960090503425
3,2,10,5.800464037122969
3,2,11,5.676657584014532
3,2,12,6.103888176768602
3,2,13,5.664759530957911
3,2,14,5.708414202534536
3,2,15,5.647484045857571
3,2,16,5.103863624763946
3,2,17,5.113781641523907
3,2,18,5.578489345085351
3,3,1,11.089794062524259
3,3,2,7.622532205198567
3,3,3,6.68493883280968
3,3,4,6.873797085510036
3,3,5,6.653802648213454
3,3,6,6.318316800404372
3,3,7,6.031363088057901
3,3,8,5.8530875036581795
3,3,9,5.663797009515179
3,3,10,5.428586938819826
3,3,11,5.626828719333783
3,3,12,5.2521008403361344
3,3,13,5.039052658100277
3,3,14,5.511463844797178
3,3,15,4.768489819274236
3,3,16,5.234779877506151
3,3,17,4.911591355599215
3,3,18,5.056890012642225
3,4,1,10.94439154655197
3,4,2,7.942180922881423
3,4,3,6.760411032990806
3,4,4,6.404918977774932
3,4,5,6.306760847628658
3,4,6,6.167509559639817
3,4,7,6.114338122898197
3,4,8,5.769341718109963
3,4,9,5.554938340184424
3,4,10,5.18483952921657
3,4,11,5.644933672029354
3,4,12,5.118755118755119
3,4,13,5.664759530957911
3,4,14,5.231219920485457
3,4,15,5.167157546633597
3,4,16,4.991265285749938
3,4,17,4.845900368288428
3,4,18,5.054589567327133
3,5,1,11.200089600716806
3,5,2,7.8290143270962185
3,5,3,6.70690811535882
3,5,4,6.530825496342738
3,5,5,6.325110689437065
3,5,6,6.096817461285209
3,5,7,5.936127270568681
3,5,8,5.91261160054396
3,5,9,5.590339892665474
3,5,10,5.365958360163125
3,5,11,5.50145788633988
3,5,12,5.11561285041948
3,5,13,5.2186619350798455
3,5,14,5.178395733001916
3,5,15,4.85601903559462
3,5,16,5.008263634997746
3,5,17,4.836993324949211
3,5,18,4.834888555818789
3,6,1,12.009703840703288
3,6,2,7.934618741569468
3,6,3,6.840881105486386
3,6,4,6.46579593948015
3,6,5,6.227037798119435
3,6,6,6.051071039574005
3,6,7,6.217358865953742
3,6,8,5.653870074065698
3,6,9,5.434782608695652
3,6,10,5.211862198363475
3,6,11,5.2010193998023615
3,6,12,4.9825610363726955
3,6,13,5.04693650953871
3,6,14,5.277601857715854
3,6,15,5.157031612603785
3,6,16,5.111690436027194
3,6,17,4.533091568449683
3,6,18,4.703226413319538
4,1,1,11.333499557993518
4,1,2,8.206811653672549
4,1,3,7.72916988715412
4,1,4,8.313242996092775
4,1,5,6.7208817796894955
4,1,6,7.247952453431905
4,1,7,7.256367462448298
4,1,8,7.016559079427449
4,1,9,7.37354372511429
4,1,10,7.199942400460796
4,1,11,6.418073294397022
4,1,12,7.106310403638431
4,1,13,6.9516857838025725
4,1,14,5.968367651447329
4,1,15,6.966699177929497
4,1,16,6.715465717547512
4,1,17,5.530667551573475
4,1,18,6.970584134950509
4,2,1,10.835762350060138
4,2,2,8.005764150188135
4,2,3,7.418947993174568
4,2,4,6.62646610562587
4,2,5,6.510416666666667
4,2,6,6.793478260869565
4,2,7,5.958410296132992
4,2,8,5.923819678928973
4,2,9,6.248437890527368
4,2,10,5.618293162537221
4,2,11,5.581291510855612
4,2,12,6.203089138390919
4,2,13,5.250170630545493
4,2,14,5.4297659770863875
4,2,15,5.578489345085351
4,2,16,5.217300568685762
4,2,17,5.125576627370579
4,2,18,5.611672278338945
4,3,1,10.68809986960518
4,3,2,7.684623069238454
4,3,3,6.673785371062467
4,3,4,6.879471656576775
4,3,5,6.388143605468251
4,3,6,6.141374439599582
4,3,7,5.94883997620464
4,3,8,5.899705014749262
4,3,9,5.489679402722881
4,3,10,5.267871253226571
4,3,11,5.387640752114649
4,3,12,5.422699419771162
4,3,13,5.234779877506151
4,3,14,5.474052988832932
4,3,15,4.992511233150275
4,3,16,5.254860746190226
4,3,17,4.628558204119416
4,3,18,4.954910316123279
4,4,1,10.496263330254429
4,4,2,8.19470621978202
4,4,3,6.648052120728627
4,4,4,6.540222367560497
4,4,5,6.149305128520477
4,4,6,6.169031462060457
4,4,7,5.97300203082069
4,4,8,5.662834815108443
4,4,9,5.563901407667056
4,4,10,5.2493438320209975
4,4,11,5.205893070956322
4,4,12,5.232314776056928
4,4,13,4.966722956193504
4,4,14,5.374899220639613
4,4,15,4.858614323195025
4,4,16,4.985044865403789
4,4,17,4.611057315442431
4,4,18,4.828585224529213
4,5,1,10.460141630317674
4,5,2,7.893905904641617
4,5,3,6.618133686300463
4,5,4,6.491820306413919
4,5,5,6.419721384091931
4,5,6,5.910864168341411
4,5,7,5.895878780732268
4,5,8,5.812601720530109
4,5,9,5.721151095600435
4,5,10,5.298574683410163
4,5,11,5.486366379546826
4,5,12,5.093465084296847
4,5,13,5.107774032076821
4,5,14,5.091908956667854
4,5,15,4.781028877414419
4,5,16,5.354465624330691
4,5,17,4.6537602382725245
4,5,18,4.95884161459883
4,6,1,11.062681151403854
4,6,2,7.825338445887785
4,6,3,6.521880910454575
4,6,4,6.3905930470347645
4,6,5,6.352836541515787
4,6,6,6.152710268873439
4,6,7,5.934365913002195
4,6,8,5.695085141522866
4,6,9,5.4935999560512006
4,6,10,5.133733764566969
4,6,11,5.293526017680377
4,6,12,5.074854097944684
4,6,13,5.014542172299669
4,6,14,4.937540117513455
4,6,15,4.85649069982031
4,6,16,4.889736443205711
4,6,17,4.623422257154746
4,6,18,4.595799439312469
5,1,1,11.38187322869598
5,1,2,8.052178114179886
5,1,3,7.32171621027969
5,1,4,8.091269520187717
5,1,5,6.903693476009665
5,1,6,7.543753771876886
5,1,7,7.678132678132678
5,1,8,6.586313640255549
5,1,9,7.03037120359955
5,1,10,6.923769300006923
5,1,11,5.908070424199456
5,1,12,6.676458806249165
5,1,13,6.963788300835654
5,1,14,6.087538808059901
5,1,15,6.7736909842173
5,1,16,6.83900971139379
5,1,17,5.742506029631331
5,1,18,6.975446428571429
5,2,1,10.736064588164563
5,2,2,7.563152321887763
5,2,3,7.275902211874272
5,2,4,6.7294751009421265
5,2,5,6.4053292339226235
5,2,6,7.005253940455342
5,2,7,5.971218725741924
5,2,8,6.218518748834028
5,2,9,5.951672419950006
5,2,10,5.469861065528936
5,2,11,5.716899153898925
5,2,12,5.797437532610586
5,2,13,5.204538357447694
5,2,14,5.369415807560137
5,2,15,5.686664771111743
5,2,16,5.0756268399147295
5,2,17,5.0385448682420515
5,2,18,5.669255626736209
5,3,1,10.569148655075834
5,3,2,7.836990595611285
5,3,3,6.5928270042194095
5,3,4,6.379178361826996
5,3,5,6.210794360598721
5,3,6,6.067224851352991
5,3,7,6.01286753652817
5,3,8,5.658348893792791
5,3,9,5.4890767372927876
5,3,10,5.3717232488182205
5,3,11,5.5208965936068015
5,3,12,5.184301933744622
5,3,13,5.288207297726071
5,3,14,5.448700484934343
5,3,15,4.897399480875655
5,3,16,5.026893882270145
5,3,17,4.466080121477379
5,3,18,5.147210212065061
5,4,1,10.769827251970877
5,4,2,7.847445656438829
5,4,3,6.585012511523772
5,4,4,6.407381303261357
5,4,5,6.3391442155309035
5,4,6,6.064281382656155
5,4,7,5.838393274170948
5,4,8,5.557716889901628
5,4,9,5.538325210456358
5,4,10,5.264266161297115
5,4,11,5.48516263507213
5,4,12,5.26288090100521
5,4,13,5.096060745044081
5,4,14,5.195614901023536
5,4,15,4.898599000685804
5,4,16,5.160224985809381
5,4,17,4.63070155128502
5,4,18,4.727014890096904
5,5,1,10.786904697696995
5,5,2,7.8622533218020285
5,5,3,6.412311638345623
5,5,4,6.379178361826996
5,5,5,6.2375249500998
5,5,6,6.174745291756715
5,5,7,5.691519635742743
5,5,8,5.730987449137486
5,5,9,5.4932981762250055
5,5,10,4.980823828261195
5,5,11,5.168225748100677
5,5,12,5.120589891955554
5,5,13,4.9465769687376335
5,5,14,5.223568742164647
5,5,15,4.767807761991037
5,5,16,5.172235440157236
5,5,17,4.484707148623195
5,5,18,4.653543673507376
5,6,1,10.682048816963093
5,6,2,7.695267410542517
5,6,3,6.587615283267457
5,6,4,6.211565935772408
5,6,5,6.020469596628537
5,6,6,6.040836051709556
5,6,7,5.871645822323997
5,6,8,5.63063063063063
5,6,9,5.283736658564937
5,6,10,4.9605635200158735
5,6,11,5.111167901865576
5,6,12,4.893564962074872
5,6,13,5.011526510975243
5,6,14,5.128205128205129
5,6,15,4.860976083997667
5,6,16,5.061753391374772
5,6,17,4.670278348589576
5,6,18,4.582531390340024
6,1,1,10.893958210776304
6,1,2,8.596234849136078
6,1,3,7.243752263672582
6,1,4,7.837604827964574
6,1,5,7.106310403638431
6,1,6,7.882084023015685
6,1,7,7.221780891167762
6,1,8,6.4687237208098844
6,1,9,7.06164818868724
6,1,10,7.261636772928618
6,1,11,6.490556240669825
6,1,12,7.273256236817223
6,1,13,6.948787436592315
6,1,14,5.938242280285036
6,1,15,6.6604502464366595
6,1,16,7.023951675212475
6,1,17,5.612302166348636
6,1,18,7.006235549639179
6,2,1,10.97213078779899
6,2,2,8.055421298533913
6,2,3,7.371369600471768
6,2,4,6.594566077552097
6,2,5,6.3536438147277465
6,2,6,6.670669068107531
6,2,7,5.946010227137591
6,2,8,5.845560296954463
6,2,9,6.143638262579099
6,2,10,5.388221348132982
6,2,11,5.651633322030067
6,2,12,5.9189109203906485
6,2,13,5.152514427040396
6,2,14,5.5208965936068015
6,2,15,5.48185505975222
6,2,16,5.098139179199592
6,2,17,4.8959608323133414
6,2,18,5.647484045857571
6,3,1,10.057326762546515
6,3,2,7.930843048616068
6,3,3,6.942515967786726
6,3,4,6.454944487477408
6,3,5,6.237135907191417
6,3,6,6.067961165048544
6,3,7,5.826147751106968
6,3,8,5.650994575045208
6,3,9,5.457025920873124
6,3,10,5.33447135388883
6,3,11,5.3604931653712145
6,3,12,5.161823155938677
6,3,13,5.055611729019211
6,3,14,5.195614901023536
6,3,15,5.00150045013504
6,3,16,5.145356315924878
6,3,17,4.908939178243582
6,3,18,4.901480247034605
6,4,1,11.190939815125676
6,4,2,7.701193685021178
6,4,3,6.741724533135576
6,4,4,6.353240152477763
6,4,5,6.0562015503875966
6,4,6,5.99736116108912
6,4,7,6.142506142506143
6,4,8,5.888934691714269
6,4,9,5.546004104043037
6,4,10,5.185108368764907
6,4,11,5.35503909178537
6,4,12,5.150922015040693
6,4,13,5.1287311519130165
6,4,14,5.295768680824022
6,4,15,4.919807143559972
6,4,16,4.914004914004914
6,4,17,4.694394892498357
6,4,18,4.973639709539441
6,5,1,10.00070004900343
6,5,2,7.294478080093369
6,5,3,6.386103838048407
6,5,4,6.463288521199586
6,5,5,6.316720358789716
6,5,6,6.43915003219575
6,5,7,5.707762557077626
6,5,8,5.798782255726297
6,5,9,5.411548243952595
6,5,10,4.976362279173924
6,5,11,5.053567818880129
6,5,12,5.222477543346564
6,5,13,5.1200655368388714
6,5,14,5.198585984612185
6,5,15,4.743382980741865
6,5,16,5.08440105755542
6,5,17,4.665702421499557
6,5,18,4.6116952591772735
6,6,1,10.5000105000105
6,6,2,7.324397568300007
6,6,3,6.439564685427265
6,6,4,6.3742988271290155
6,6,5,6.173982836327715
6,6,6,5.923468783319512
6,6,7,5.793407102717108
6,6,8,5.681172594023407
6,6,9,5.641112427370677
6,6,10,5.233410090014654
6,6,11,5.12952038984355
6,6,12,4.990518015770037
6,6,13,5.027146591594611
6,6,14,4.936077792586011
6,6,15,4.670278348589576
6,6,16,4.712313274586495
6,6,17,4.493372275893058
6,6,18,4.782629489693433
7,1,1,11.18380584913046
7,1,2,7.864726700747149
7,1,3,7.2379849449913145
7,1,4,8.17460966238862
7,1,5,7.152052639107424
7,1,6,7.446570854121677
7,1,7,7.450454477723141
7,1,8,6.321911746112025
7,1,9,7.138268256121065
7,1,10,7.035317292809906
7,1,11,5.870956378794106
7,1,12,7.259528130671506
7,1,13,7.008199593524424
7,1,14,5.648760097158673
7,1,15,7.165890361877463
7,1,16,6.995452955578874
7,1,17,5.2010193998023615
7,1,18,7.04324552753909
7,2,1,10.75893529576313
7,2,2,8.045699573577922
7,2,3,6.957489737702637
7,2,4,6.506180871828237
7,2,5,6.6862797539449055
7,2,6,6.336734047272036
7,2,7,6.186204763377668
7,2,8,5.848979353102884
7,2,9,6.188501763723003
7,2,10,5.332480136511491
7,2,11,5.530667551573475
7,2,12,5.723770820216359
7,2,13,5.188067444876784
7,2,14,5.56823876607829
7,2,15,5.5426227690943355
7,2,16,4.838163433160772
7,2,17,4.837227301310889
7,2,18,5.661872947571056
7,3,1,10.476140589806715
7,3,2,7.696451935657662
7,3,3,6.538084341288003
7,3,4,6.569438969911969
7,3,5,6.138735420503377
7,3,6,5.94000594000594
7,3,7,5.8486372675166685
7,3,8,5.748778384593274
7,3,9,5.38184166621818
7,3,10,5.387931034482759
7,3,11,5.446029844243546
7,3,12,5.132416341613632
7,3,13,5.071765481564133
7,3,14,5.3501685303087045
7,3,15,4.817651876475406
7,3,16,4.883766360617308
7,3,17,4.52100004521
7,3,18,4.7519482988025095
7,4,1,10.196902181117377
7,4,2,7.498500299940012
7,4,3,6.421370320426379
7,4,4,6.117330397014743
7,4,5,6.155740227762388
7,4,6,5.84385226741468
7,4,7,5.998440405494572
7,4,8,5.838393274170948
7,4,9,5.683432793407218
7,4,10,5.139010226630351
7,4,11,5.097099750242112
7,4,12,5.086987486010784
7,4,13,4.924410301866351
7,4,14,5.209418628881017
7,4,15,4.929022082018927
7,4,16,5.087505087505088
7,4,17,4.671587405400355
7,4,18,4.696379091720283
7,5,1,10.089799212995661
7,5,2,7.57002271006813
7,5,3,6.4867669953295275
7,5,4,6.308750236578134
7,5,5,6.279434850863423
7,5,6,5.972645284596548
7,5,7,5.675691015381123
7,5,8,5.62429696287964
7,5,9,5.581291510855612
7,5,10,5.400151204233719
7,5,11,5.2815041723882965
7,5,12,4.895721139723881
7,5,13,4.9776007964161275
7,5,14,5.375766046661649
7,5,15,4.798694755026633
7,5,16,4.9031625398381955
7,5,17,4.673770798280052
7,5,18,4.698144233027954
7,6,1,10.538962544527116
7,6,2,7.259001161440186
7,6,3,6.488871585231328
7,6,4,6.154982458299994
7,6,5,6.218905472636816
7,6,6,5.934365913002195
7,6,7,5.72475383558507
7,6,8,5.573204034999721
7,6,9,5.3841598018629195
7,6,10,5.124525981346725
7,6,11,5.152248956669586
7,6,12,4.982809307887787
7,6,13,4.807230074031343
7,6,14,5.029169181251257
7,6,15,4.676174888940847
7,6,16,4.90075961774075
7,6,17,4.5103964638491725
7,6,18,4.739785761683572
8,1,1,11.461580781221347
8,1,2,8.021175904387583
8,1,3,7.759757895553658
8,1,4,7.77363184079602
8,1,5,6.674230794900888
8,1,6,7.526153383005946
8,1,7,7.690532953933707
8,1,8,6.180851721367205
8,1,9,7.051688879486637
8,1,10,6.608948516291058
8,1,11,5.930846331771543
8,1,12,6.78656260604004
8,1,13,6.599788806758184
8,1,14,5.860977611065525
8,1,15,6.924248719013987
8,1,16,6.962333774281139
8,1,17,5.180541884681138
8,1,18,7.144388083160678
8,2,1,10.851754186064177
8,2,2,7.674597083653108
8,2,3,7.111363959607453
8,2,4,6.558237145855194
8,2,5,6.226650062266501
8,2,6,6.43293663557414
8,2,7,5.8592605613171616
8,2,8,5.963029218843173
8,2,9,5.928033671231253
8,2,10,5.345878327809259
8,2,11,5.373743887366328
8,2,12,5.595970900951315
8,2,13,5.208333333333333
8,2,14,5.335040546308152
8,2,15,5.567308762943993
8,2,16,5.0117776775422245
8,2,17,5.1961548454143935
8,2,18,5.555246930726071
8,3,1,10.003601296466728
8,3,2,7.54204691153179
8,3,3,6.574621959237344
8,3,4,6.3852882957665535
8,3,5,5.97300203082069
8,3,6,6.131207847946046
8,3,7,5.867167331612298
8,3,8,5.5940926381740885
8,3,9,5.427702996092054
8,3,10,5.425641582117085
8,3,11,5.194535348813049
8,3,12,4.993009786299181
8,3,13,4.995753609431983
8,3,14,5.14827018121911
8,3,15,4.85649069982031
8,3,16,5.135315565141478
8,3,17,4.760997905160922
8,3,18,4.832318546438581
8,4,1,10.403770326366276
8,4,2,7.975117632985087
8,4,3,6.312732782021337
8,4,4,6.162948354492789
8,4,5,5.901445854234288
8,4,6,6.109855196431845
8,4,7,5.836348780203105
8,4,8,5.703855806525211
8,4,9,5.274261603375527
8,4,10,5.185108368764907
8,4,11,5.332195798229711
8,4,12,4.86050354816759
8,4,13,5.082592121982211
8,4,14,5.227938101212882
8,4,15,4.7167586434602145
8,4,16,5.076657528683115
8,4,17,4.577287499427839
8,4,18,4.878048780487805
8,5,1,10.987441354531772
8,5,2,7.483349547257353
8,5,3,6.205013651030033
8,5,4,6.1218243036424855
8,5,5,6.197706848466067
8,5,6,6.28456510809452
8,5,7,5.758710048949036
8,5,8,5.6666855556185185
8,5,9,5.279552293965471
8,5,10,5.254308532997058
8,5,11,5.107513151846366
8,5,12,5.056378621631188
8,5,13,4.793174519484254
8,5,14,5.169561621174524
8,5,15,4.84284953266502
8,5,16,5.144297546170071
8,5,17,4.581271761040865
8,5,18,4.85743430320105
8,6,1,10.198046054375983
8,6,2,7.429420505200595
8,6,3,6.248437890527368
8,6,4,6.1470371281042535
8,6,5,5.89171036351853
8,6,6,5.91261160054396
8,6,7,5.778342771293193
8,6,8,5.615138413161884
8,6,9,5.250170630545493
8,6,10,5.271203415739813
8,6,11,5.016806301108714
8,6,12,4.926108374384237
8,6,13,4.828585224529213
8,6,14,5.06482982171799
8,6,15,4.626416840157298
8,6,16,4.721881197469072
8,6,17,4.369292611526194
8,6,18,4.4796846302020334
9,1,1,11.063905115949726
9,1,2,7.717240314863405
9,1,3,7.566013467503972
9,1,4,7.710694733595497
9,1,5,6.6604502464366595
9,1,6,6.929046563192904
9,1,7,7.256894049346879
9,1,8,5.985156811108451
9,1,9,7.218131947451999
9,1,10,7.016066792955869
9,1,11,5.636978579481398
9,1,12,7.065639793683318
9,1,13,7.023951675212475
9,1,14,5.696707303178763
9,1,15,6.4316953949060975
9,1,16,6.83480281593876
9,1,17,5.544774050457444
9,1,18,6.58197854274995
9,2,1,10.965874199491182
9,2,2,7.341604874825637
9,2,3,7.170514842965725
9,2,4,6.575486586007364
9,2,5,6.520179956966812
9,2,6,6.418485237483954
9,2,7,6.361323155216285
9,2,8,5.6785917092561045
9,2,9,6.314725940894165
9,2,10,5.546927002440648
9,2,11,5.5420084238528045
9,2,12,5.609468783306221
9,2,13,5.205622071837585
9,2,14,5.227938101212882
9,2,15,5.570099704784716
9,2,16,5.074854097944684
9,2,17,4.874482086278333
9,2,18,5.6072670180554
9,3,1,10.136230943885826
9,3,2,7.557436517533253
9,3,3,6.427148274310689
9,3,4,6.285750204286882
9,3,5,6.040106305870983
9,3,6,5.725409366769724
9,3,7,5.772672169947469
9,3,8,5.600044800358403
9,3,9,5.378078950198989
9,3,10,4.939247258717772
9,3,11,5.111951743175545
9,3,12,4.826254826254826
9,3,13,5.096060745044081
9,3,14,5.1203277009728625
9,3,15,4.733503739467954
9,3,16,4.774409166865601
9,3,17,4.458314757021846
9,3,18,4.728579534707774
9,4,1,10.211584020913325
9,4,2,7.964954201513342
9,4,3,6.509992839007877
9,4,4,6.463288521199586
9,4,5,6.1364752086401575
9,4,6,5.791058605513088
9,4,7,6.033910577445242
9,4,8,5.48305735277991
9,4,9,5.447216472382612
9,4,10,5.382421012971634
9,4,11,5.14827018121911
9,4,12,4.942909396470763
9,4,13,4.944375772558715
9,4,14,5.343022013250694
9,4,15,4.887585532746823
9,4,16,4.995254508217194
9,4,17,4.69109161701928
9,4,18,4.736642667677151
9,5,1,10.022550739163117
9,5,2,7.387161113983896
9,5,3,6.411900487304437
9,5,4,6.087538808059901
9,5,5,6.038282712396595
9,5,6,5.90772139185916
9,5,7,6.101281269066504
9,5,8,5.621767483696875
9,5,9,5.401026194977046
9,5,10,4.982312789596931
9,5,11,5.214851898206091
9,5,12,5.074081591231987
9,5,13,4.94486475794887
9,5,14,5.137690094533498
9,5,15,4.803535402055913
9,5,16,4.958349861166204
9,5,17,4.4605022525536375
9,5,18,4.972403162448411
9,6,1,10.324392409506702
9,6,2,7.328691828508611
9,6,3,6.314327208435941
9,6,4,6.121449559255632
9,6,5,5.99592277251469
9,6,6,5.800800510470445
9,6,7,5.605381165919282
9,6,8,5.5005500550055
9,6,9,5.5129830751419595
9,6,10,5.127679212388473
9,6,11,5.026893882270145
9,6,12,4.79570305006714
9,6,13,4.879953152449737
9,6,14,5.185646131507986
9,6,15,4.70876300795781
9,6,16,4.722327162825841
9,6,17,4.386157287600334
9,6,18,4.532475184698364
10,1,1,11.23065519642416
10,1,2,7.965588657001752
10,1,3,7.2379849449913145
10,1,4,7.5137125253587795
10,1,5,6.8979788921845895
10,1,6,8.00640512409928
10,1,7,7.1746305065289135
10,1,8,6.265664160401003
10,1,9,7.448234768359899
10,1,10,7.0298769771529
10,1,11,6.089021494245874
10,1,12,7.066638400113066
10,1,13,6.760868095463458
10,1,14,5.764020981036371
10,1,15,7.003291547027103
10,1,16,7.03037120359955
10,1,17,5.33447135388883
10,1,18,6.585012511523772
