max_spout,spliters,counters,$<throughput
1.0,5,8,14.277147996916137
1.0,5,9,14.961548819533798
1.0,5,10,15.534221890825489
1.0,5,11,14.985538954908513
1.0,5,12,15.211901791962031
1.0,5,13,15.69095102854184
1.0,5,14,15.624023498531344
1.0,5,15,15.758951084215834
1.0,5,16,15.861937694308738
1.0,5,17,15.638439283759482
1.0,5,18,15.890167164558571
1.0,6,1,13.83872351614287
1.0,6,2,13.339914357749823
1.0,6,3,13.019646646790006
1.0,6,4,13.002548499505902
1.0,6,5,13.275452361039203
1.0,6,6,12.874652384385621
1.0,6,7,12.87398939183274
1.0,6,8,14.075585896262933
1.0,6,9,13.54719843936274
1.0,6,10,13.173494928204452
1.0,6,11,14.208783870188551
1.0,6,12,13.955370724423295
1.0,6,13,13.89409917607992
1.0,6,14,14.463198391692337
1.0,6,15,14.199906280618547
1.0,6,16,13.984449292386865
1.0,6,17,14.580872811046468
1.0,6,18,14.581935897809792
10.0,1,1,3.5457220863028756
10.0,1,2,3.280086594286089
10.0,1,3,3.4609261438360903
10.0,1,4,3.4487515519381984
10.0,1,5,3.5474830607683847
10.0,1,6,3.46476335666274
10.0,1,7,3.3894858150018643
10.0,1,8,3.504345388281469
10.0,1,9,3.489548801339987
10.0,1,10,3.540574989378275
10.0,1,11,3.666630000366663
10.0,1,12,3.5705359374442103
10.0,1,13,3.610760064993681
10.0,1,14,3.624895784246203
10.0,1,15,3.6374217954313983
10.0,1,16,3.625290023201856
10.0,1,17,3.6157211555844815
10.0,1,18,3.6056825557077956
10.0,2,1,3.5486160397444997
10.0,2,2,3.0303948604503166
10.0,2,3,2.938410907381288
10.0,2,4,3.173293561387364
10.0,2,5,3.0802402587401816
10.0,2,6,3.056608387333415
10.0,2,7,3.16035648821187
10.0,2,8,3.221130616846513
10.0,2,9,3.231539828728389
10.0,2,10,3.159657493127745
10.0,2,11,3.2567985670086306
10.0,2,12,3.240020736132711
10.0,2,13,3.2599837000814995
10.0,2,14,3.3363360357655223
10.0,2,15,3.217089177712006
10.0,2,16,3.2977179791584224
10.0,2,17,3.366096674296486
10.0,2,18,3.299132328197684
10.0,3,1,3.410175965079798
10.0,3,2,3.0599755201958385
10.0,3,3,3.1426775612822127
10.0,3,4,3.1187624750499
10.0,3,5,3.2562683165092805
10.0,3,6,3.266266004703423
10.0,3,7,3.328451604313673
10.0,3,8,3.3263480025280243
10.0,3,9,3.3038192150125547
10.0,3,10,3.277936211361327
10.0,3,11,3.3303360309055186
10.0,3,12,3.33555703802535
10.0,3,13,3.3382294031245827
10.0,3,14,3.338452293516726
10.0,3,15,3.313233052812935
10.0,3,16,3.4197387319608783
10.0,3,17,3.395355154149124
10.0,3,18,3.4478003034064266
10.0,4,1,3.518648838845883
10.0,4,2,3.3992793527772114
10.0,4,3,3.230600245525619
10.0,4,4,3.243593902043464
10.0,4,5,3.2888245740972177
10.0,4,6,3.260089978483406
10.0,4,7,3.313782019418763
10.0,4,8,3.4058785463710364
10.0,4,9,3.319942896982172
10.0,4,10,3.4125034125034124
10.0,4,11,3.350195986465208
10.0,4,12,3.312245371137094
10.0,4,13,3.3477285661678553
10.0,4,14,3.332222592469177
10.0,4,15,3.4294728900168043
10.0,4,16,3.498215909885958
10.0,4,17,3.554291807357384
10.0,4,18,3.571301024963394
10.0,5,1,3.356831151393085
10.0,5,2,3.169773044250032
10.0,5,3,3.452085059375863
10.0,5,4,3.308191081116845
10.0,5,5,3.1653583185616614
10.0,5,6,3.307534563736191
10.0,5,7,3.344146072300438
10.0,5,8,3.2426472972534777
10.0,5,9,3.298044259753966
10.0,5,10,3.303710066404572
10.0,5,11,3.5254715318173804
10.0,5,12,3.497848822973871
10.0,5,13,3.4636832808008036
10.0,5,14,3.4529194433893857
10.0,5,15,3.5058196606366567
10.0,5,16,3.382034632034632
10.0,5,17,3.4768096794381473
10.0,5,18,3.473307630856865
10.0,6,1,3.2972830387760483
10.0,6,2,2.9014100853014564
10.0,6,3,2.9708853238265003
10.0,6,4,3.102410573015233
10.0,6,5,3.1001984126984126
10.0,6,6,3.1853220360578454
10.0,6,7,3.2152273165712817
10.0,6,8,3.13883047176622
10.0,6,9,3.1589588071771546
10.0,6,10,3.1620553359683794
10.0,6,11,3.23530363324598
10.0,6,12,3.171985028230667
10.0,6,13,3.242331885091758
10.0,6,14,3.241701244813278
10.0,6,15,3.2378177108628785
10.0,6,16,3.2544667556220914
10.0,6,17,3.3582966719279983
10.0,6,18,3.2667995165136716
100.0,1,1,2.198092056095309
100.0,1,2,2.1604804908611674
100.0,1,3,2.0032853880363795
100.0,1,4,2.140548408502258
100.0,1,5,2.107215104517869
100.0,1,6,1.9357711144234306
100.0,1,7,1.9188333493236112
100.0,1,8,1.9532012969256611
100.0,1,9,1.8152114721365038
100.0,1,10,1.8744493804944797
100.0,1,11,1.7982053910197622
100.0,1,12,1.855356413967123
100.0,1,13,1.836783424866374
100.0,1,14,1.8636550001863654
100.0,1,15,1.8289560318969933
100.0,1,16,1.8046306823308609
100.0,1,17,1.8716777719547804
100.0,1,18,1.8509949097639982
100.0,2,1,2.5001875140635548
100.0,2,2,2.1374372127818746
100.0,2,3,2.0781379883624274
100.0,2,4,2.205947233742169
100.0,2,5,2.125353339992774
100.0,2,6,2.098547804918996
100.0,2,7,1.9361459079556236
100.0,2,8,2.1061499578770007
100.0,2,9,1.9008515815085159
100.0,2,10,1.8465515649524513
100.0,2,11,1.7283097131005876
100.0,2,12,1.825683718552598
100.0,2,13,1.7454139249122929
100.0,2,14,1.7944622893749889
100.0,2,15,1.797752808988764
100.0,2,16,1.7249706754985166
100.0,2,17,1.7980437284234752
100.0,2,18,1.7867991280420255
100.0,3,1,2.167457788759564
100.0,3,2,1.931881846106292
100.0,3,3,2.1856968001398847
100.0,3,4,2.195052351998595
100.0,3,5,2.080862309340991
100.0,3,6,1.9006348120272172
100.0,3,7,2.0022826021664697
100.0,3,8,1.8631341642911705
100.0,3,9,1.866611912717227
100.0,3,10,1.839858698851928
100.0,3,11,1.8303620456126222
100.0,3,12,1.8165964249382358
100.0,3,13,1.81257930034439
100.0,3,14,1.8170915632438718
100.0,3,15,1.8315689219385325
100.0,3,16,1.8213940950403438
100.0,3,17,1.8635855385762206
100.0,3,18,1.8321393891647277
100.0,4,1,2.1456925222615597
100.0,4,2,2.976899261728983
100.0,4,3,2.5460841226194115
100.0,4,4,2.340111857346781
100.0,4,5,2.128701279349469
100.0,4,6,2.0357891736731744
100.0,4,7,1.827151470856934
100.0,4,8,2.020610224287735
100.0,4,9,2.0102118763317653
100.0,4,10,1.971181328970452
100.0,4,11,1.8449163330442964
100.0,4,12,1.9705598360494216
100.0,4,13,1.8995877894496893
100.0,4,14,1.969783520791065
100.0,4,15,1.8968493332574594
100.0,4,16,1.897461196918523
100.0,4,17,1.8792753514244906
100.0,4,18,1.9825928349094946
100.0,5,1,3.2384468408951066
100.0,5,2,2.7558838119384887
100.0,5,3,2.4846572415335304
100.0,5,4,2.543881963876876
100.0,5,5,2.176231202802986
100.0,5,6,2.250630176449406
100.0,5,7,2.0473343706494145
100.0,5,8,1.9170676533174855
100.0,5,9,1.8955908556697123
100.0,5,10,1.9045805161413198
100.0,5,11,1.8561484918793503
100.0,5,12,1.8917180583405848
100.0,5,13,1.9855058076044871
100.0,5,14,1.9686201941059511
100.0,5,15,1.9187597137210508
100.0,5,16,2.0087581856896066
100.0,5,17,1.8860095809286712
100.0,5,18,1.9316579420116287
100.0,6,1,2.1705628269410258
100.0,6,2,1.937984496124031
100.0,6,3,2.262545816552785
100.0,6,4,2.277437427406682
100.0,6,5,2.1734405564007826
100.0,6,6,2.158335491668825
100.0,6,7,2.4553132979768217
100.0,6,8,2.091437654243527
100.0,6,9,2.189860943830067
100.0,6,10,2.220889688409177
100.0,6,11,2.131741632914091
100.0,6,12,2.111219017860913
100.0,6,13,2.1507226428079833
100.0,6,14,2.0444044649793516
100.0,6,15,2.1703272853546314
100.0,6,16,2.1379855899771236
100.0,6,17,2.3674802907265797
100.0,6,18,2.1898129899706564
1000.0,1,1,1.9801195992237932
1000.0,1,2,1.8837358248879177
1000.0,1,3,1.872729315704708
1000.0,1,4,1.9186860837698345
1000.0,1,5,1.8230875811273974
1000.0,1,6,1.8043050719015572
1000.0,1,7,1.700767045937718
1000.0,1,8,1.8689842070834501
1000.0,1,9,1.5821533106558026
1000.0,1,10,1.702475399230481
1000.0,1,11,1.5555970381432394
1000.0,1,12,1.4982844642883897
1000.0,1,13,1.4799248198191532
1000.0,1,14,1.4803191568102083
1000.0,1,15,1.5253435836422153
1000.0,1,16,1.4155483834437461
1000.0,1,17,1.5560085269267276
1000.0,1,18,1.4823599169878448
1000.0,2,1,2.3987142891410205
1000.0,2,2,2.0865936358894106
1000.0,2,3,1.930576470133982
1000.0,2,4,2.0418163998693237
1000.0,2,5,1.961053477928343
1000.0,2,6,1.8863653512412284
1000.0,2,7,1.7677526560483656
1000.0,2,8,2.0043695255657332
1000.0,2,9,1.7359604201024217
1000.0,2,10,1.7652562269413405
1000.0,2,11,1.629912147735237
1000.0,2,12,1.5903307888040712
1000.0,2,13,1.5024941402728529
1000.0,2,14,1.5841082262740191
1000.0,2,15,1.4933174046143507
1000.0,2,16,1.574555188159345
1000.0,2,17,1.4472408353474102
1000.0,2,18,1.535320037461809
1000.0,3,1,1.8669604017698784
1000.0,3,2,1.6447638941429958
1000.0,3,3,2.1779374931939453
1000.0,3,4,2.0278628353578165
1000.0,3,5,1.964057743297653
1000.0,3,6,1.7857142857142858
1000.0,3,7,2.082378909666403
1000.0,3,8,1.7151481888035127
1000.0,3,9,1.7314818021262597
1000.0,3,10,1.8080567006581327
1000.0,3,11,1.7060770464394173
1000.0,3,12,1.6583472910897
1000.0,3,13,1.6723806338322602
1000.0,3,14,1.6506825572374177
1000.0,3,15,1.7319616197305068
1000.0,3,16,1.6706204684419794
1000.0,3,17,1.679571373385512
1000.0,3,18,1.6450344634720098
1000.0,4,1,1.8922908072512583
1000.0,4,2,2.922182285730984
1000.0,4,3,2.62894999737105
1000.0,4,4,2.27842333105491
1000.0,4,5,2.0779220779220777
1000.0,4,6,1.9445416715280208
1000.0,4,7,1.684806415742831
1000.0,4,8,1.8762078087769
1000.0,4,9,1.8089397803947107
1000.0,4,10,1.8140918656120746
1000.0,4,11,1.7252682792174183
1000.0,4,12,1.8226556092226374
1000.0,4,13,1.7126806878125642
1000.0,4,14,1.787437886533443
1000.0,4,15,1.7462673535318258
1000.0,4,16,1.6577699678392626
1000.0,4,17,1.6381894729944466
1000.0,4,18,1.7557412739658684
1000.0,5,1,3.2972830387760483
1000.0,5,2,2.6188293832656804
1000.0,5,3,2.3909145248057384
1000.0,5,4,2.5353683890269254
1000.0,5,5,2.0342155047905774
1000.0,5,6,2.0178376851366076
1000.0,5,7,1.8226223890934277
1000.0,5,8,1.7985611510791366
1000.0,5,9,1.7473963793947018
1000.0,5,10,1.8453929764343318
1000.0,5,11,1.7595411116780744
1000.0,5,12,1.7937219730941705
1000.0,5,13,1.6759963798478195
1000.0,5,14,1.755402250425685
1000.0,5,15,1.6920473773265652
1000.0,5,16,1.8693685273114742
1000.0,5,17,1.6801075268817205
1000.0,5,18,1.6869380387658361
1000.0,6,1,1.9525148391127773
1000.0,6,2,1.825683718552598
1000.0,6,3,2.3203471239297397
1000.0,6,4,2.2115086912291564
1000.0,6,5,2.2395914985106717
1000.0,6,6,2.229157378510923
1000.0,6,7,2.472799208704253
1000.0,6,8,2.010252286661976
1000.0,6,9,2.118060703619766
1000.0,6,10,2.2206924118940288
1000.0,6,11,2.0426505433450446
1000.0,6,12,2.0793046805148356
1000.0,6,13,2.049096348510307
1000.0,6,14,1.9330395113276115
1000.0,6,15,2.0280684675914658
1000.0,6,16,2.210970837294656
1000.0,6,17,2.239240449639482
1000.0,6,18,2.113762708998288
10000.0,1,1,1.968930280178779
10000.0,1,2,1.7093140522708237
10000.0,1,3,1.7564505646988566
10000.0,1,4,1.5603788599872048
10000.0,1,5,1.585288522511097
10000.0,1,6,1.570672404856519
10000.0,1,7,1.6682793366921358
10000.0,1,8,1.5977503674825846
10000.0,1,9,1.5552099533437014
10000.0,1,10,1.5522647542764894
10000.0,1,11,1.5171974329019435
10000.0,1,12,1.5986699066376775
10000.0,1,13,1.5557664483407752
10000.0,1,14,1.5812776723592663
10000.0,1,15,1.5227653418608194
10000.0,1,16,1.5382248884786955
10000.0,1,17,1.6162922256343948
10000.0,1,18,1.5587978550941515
10000.0,2,1,2.698909640505236
10000.0,2,2,2.041399583554485
10000.0,2,3,1.6229550766034797
10000.0,2,4,1.8888595066298968
10000.0,2,5,1.7620524386805752
10000.0,2,6,1.5464794395558512
10000.0,2,7,1.5109163707788773
10000.0,2,8,1.7335529167027823
10000.0,2,9,1.496132497493978
10000.0,2,10,1.4756227127847952
10000.0,2,11,1.3645170973992304
10000.0,2,12,1.3487813760267597
10000.0,2,13,1.3994038539582139
10000.0,2,14,1.322821313297
10000.0,2,15,1.2580357030532527
10000.0,2,16,1.3883489753984561
10000.0,2,17,1.280065539355615
10000.0,2,18,1.2861570912271225
10000.0,3,1,1.94253967637289
10000.0,3,2,1.5730938035835076
10000.0,3,3,2.452422993917991
10000.0,3,4,1.8582870310148105
10000.0,3,5,1.9223375624759709
10000.0,3,6,1.8567688508457583
10000.0,3,7,2.004249007896741
10000.0,3,8,1.6990043834313093
10000.0,3,9,1.7241973861167625
10000.0,3,10,1.8249174224866325
10000.0,3,11,1.7204301075268817
10000.0,3,12,1.7118890695882907
10000.0,3,13,1.704942628680545
10000.0,3,14,1.729266099467386
10000.0,3,15,1.7150305275433904
10000.0,3,16,1.7272947110235948
10000.0,3,17,1.8041097620379223
10000.0,3,18,1.736533185149168
10000.0,4,1,1.7888447640513756
10000.0,4,2,3.0523167083816616
10000.0,4,3,2.74310794129749
10000.0,4,4,2.51281535832747
10000.0,4,5,2.2418508720799895
10000.0,4,6,2.092969714728228
10000.0,4,7,1.719306088062858
10000.0,4,8,2.1484123232930865
10000.0,4,9,1.886721255801668
10000.0,4,10,1.9183180187611502
10000.0,4,11,1.831334126911455
10000.0,4,12,1.8821049461717985
10000.0,4,13,1.7158250544774454
10000.0,4,14,1.8336175440526614
10000.0,4,15,1.8026462847460072
10000.0,4,16,1.7047972996010774
10000.0,4,17,1.7734584212673135
10000.0,4,18,1.8811136192626035
10000.0,5,1,3.7391564463057136
10000.0,5,2,2.8680414145180255
10000.0,5,3,2.7384505846592
10000.0,5,4,2.7640343845877444
10000.0,5,5,2.1390374331550803
10000.0,5,6,2.037905033625433
10000.0,5,7,1.9501920939212511
10000.0,5,8,1.8665422305179655
10000.0,5,9,1.8387423002666177
10000.0,5,10,1.7745284190726314
10000.0,5,11,1.7547245959746618
10000.0,5,12,1.7794860844188198
10000.0,5,13,1.8167284354334714
10000.0,5,14,1.7728924740714476
10000.0,5,15,1.8305965914291467
10000.0,5,16,1.8941546387847104
10000.0,5,17,1.7761358388689568
10000.0,5,18,1.814453940086731
10000.0,6,1,1.7768932797896158
10000.0,6,2,1.8567343755802295
10000.0,6,3,2.339017144995673
10000.0,6,4,2.324824475752081
10000.0,6,5,2.2963694399154937
10000.0,6,6,2.246989034693511
10000.0,6,7,2.4406912037489015
10000.0,6,8,2.067098001116233
10000.0,6,9,2.174764038101866
10000.0,6,10,2.1776529256767057
10000.0,6,11,2.141969755387054
10000.0,6,12,2.233937985881512
10000.0,6,13,2.162255665109843
10000.0,6,14,2.1275237750781866
10000.0,6,15,2.0680812342308807
10000.0,6,16,2.0647932109599223
10000.0,6,17,2.1857445738890955
10000.0,6,18,2.127885945313331
100000.0,1,1,2.212927924937485
100000.0,1,2,1.7656925929195728
100000.0,1,3,1.6864259574683373
100000.0,1,4,1.6421709499958945
100000.0,1,5,1.6538493343256429
100000.0,1,6,1.5515903801396431
100000.0,1,7,1.6162138574176135
100000.0,1,8,1.6086222150727902
100000.0,1,9,1.4846707742558087
100000.0,1,10,1.5284910736121302
100000.0,1,11,1.4764724121129797
100000.0,1,12,1.5169442674676132
100000.0,1,13,1.5280006112002444
100000.0,1,14,1.5212364609954971
100000.0,1,15,1.5489227242452874
100000.0,1,16,1.5775358889414735
100000.0,1,17,1.630549984509775
100000.0,1,18,1.4938081651554307
100000.0,2,1,2.7089259108763377
100000.0,2,2,2.1061056001347906
100000.0,2,3,1.6977640447530602
100000.0,2,4,1.9509149791252096
100000.0,2,5,1.6195381077316748
100000.0,2,6,1.5892945121660496
100000.0,2,7,1.5372790161414296
100000.0,2,8,1.6378406708595388
100000.0,2,9,1.408510218741637
100000.0,2,10,1.5417823003391922
100000.0,2,11,1.3073262563405323
100000.0,2,12,1.2582573136206354
100000.0,2,13,1.3125082031762698
100000.0,2,14,1.3280388849785523
100000.0,2,15,1.2297097884899164
100000.0,2,16,1.4152278516841212
100000.0,2,17,1.2039924389274836
100000.0,2,18,1.2728962207711205
100000.0,3,1,2.01422039599573
100000.0,3,2,1.5579721434580749
100000.0,3,3,2.2961585267846893
100000.0,3,4,1.8541179960692697
100000.0,3,5,1.9626700162901611
100000.0,3,6,1.8304960644334616
100000.0,3,7,2.285505325227408
100000.0,3,8,1.731661702569786
100000.0,3,9,1.7411592638378632
100000.0,3,10,1.7903500134276251
100000.0,3,11,1.7217927305910914
100000.0,3,12,1.7604394056756567
100000.0,3,13,1.7353278034220665
100000.0,3,14,1.6836717513553559
100000.0,3,15,1.7443787395119228
100000.0,3,16,1.6877067440761493
100000.0,3,17,1.8378636672731616
100000.0,3,18,1.7002176278563657
100000.0,4,1,2.113182029500021
100000.0,4,2,3.0284675953967293
100000.0,4,3,2.708779153235637
100000.0,4,4,2.4780076818238137
100000.0,4,5,2.254283137962128
100000.0,4,6,2.0708650003106297
100000.0,4,7,1.8054452227919404
100000.0,4,8,1.956717410871522
100000.0,4,9,1.9179500949385297
100000.0,4,10,1.8202337180093924
100000.0,4,11,1.8077625323137552
100000.0,4,12,1.8495228231116372
100000.0,4,13,1.7916330735465378
100000.0,4,14,1.816101556399034
100000.0,4,15,1.796977483872127
100000.0,4,16,1.7393724344256591
100000.0,4,17,1.7135317603111773
100000.0,4,18,1.914168676543777
100000.0,5,1,3.5304501323918798
100000.0,5,2,2.872490161721196
100000.0,5,3,2.7690859247362445
100000.0,5,4,2.9489826010026543
100000.0,5,5,2.228163992869875
100000.0,5,6,2.1877050973528767
100000.0,5,7,1.9886250646303145
100000.0,5,8,1.8811136192626035
100000.0,5,9,1.8072724643967324
100000.0,5,10,1.8150467374534893
100000.0,5,11,1.827485380116959
100000.0,5,12,1.715942824785078
100000.0,5,13,1.8584942479603026
100000.0,5,14,1.9053425805959912
100000.0,5,15,1.812842173960335
100000.0,5,16,1.8325422859132474
100000.0,5,17,1.7451397856968343
100000.0,5,18,1.7987552613591395
100000.0,6,1,1.9519812609798946
100000.0,6,2,1.8057060310581436
100000.0,6,3,2.284095840661474
100000.0,6,4,2.2739159105896265
100000.0,6,5,2.3262305759746904
100000.0,6,6,2.310215774153306
100000.0,6,7,2.581911130618884
100000.0,6,8,2.102032665587623
100000.0,6,9,2.202885780372288
100000.0,6,10,2.2548931180662035
100000.0,6,11,2.0477955480924783
100000.0,6,12,2.225139627511626
100000.0,6,13,2.1715998175856153
100000.0,6,14,2.1838829438742082
100000.0,6,15,2.1005755577028107
100000.0,6,16,2.106327407532227
100000.0,6,17,2.259682740543228
100000.0,6,18,2.1043771043771042
1000000.0,1,1,1.5056159474841158
1000000.0,1,2,1.7686280752020658
1000000.0,1,3,1.5867726630805605
1000000.0,1,4,1.593879502709595
1000000.0,1,5,1.448981366099632
1000000.0,1,6,1.4859503395396525
1000000.0,1,7,1.537231753059091
1000000.0,1,8,1.3641076008075517
1000000.0,1,9,1.2061998673180145
1000000.0,1,10,1.3604331619187549
1000000.0,1,11,1.0689699405652713
1000000.0,1,12,1.1732682560540642
1000000.0,1,13,1.2202562538133008
1000000.0,1,14,1.051591057269649
1000000.0,1,15,1.1745360582569886
1000000.0,1,16,1.422414406213106
1000000.0,1,17,1.2739178068231038
1000000.0,1,18,1.2119155537242166
1000000.0,2,1,2.7210884353741496
1000000.0,2,2,1.7517736708417273
1000000.0,2,3,1.6174948240165632
1000000.0,2,4,1.8076318215505867
1000000.0,2,5,1.584007856678969
1000000.0,2,6,1.4511050164700419
1000000.0,2,7,1.3889467616706253
1000000.0,2,8,1.2415574096146207
1000000.0,2,9,1.2408487405385284
1000000.0,2,10,1.1051799785595084
1000000.0,2,11,1.2701477181796244
1000000.0,2,12,1.257735070684711
1000000.0,2,13,1.374230430958663
1000000.0,2,14,1.1478552324980773
1000000.0,2,15,1.2935606550591157
1000000.0,2,16,1.4337123112876171
1000000.0,2,17,1.092442482903275
1000000.0,2,18,1.2218963831867058
1000000.0,3,1,1.3836808678446404
1000000.0,3,2,1.5552825170692257
1000000.0,3,3,2.276711517883569
1000000.0,3,4,1.919938561966017
1000000.0,3,5,1.9910799617712647
1000000.0,3,6,1.7916330735465378
1000000.0,3,7,1.9851116625310175
1000000.0,3,8,1.7206669305022626
1000000.0,3,9,1.715942824785078
1000000.0,3,10,1.758643733952376
1000000.0,3,11,1.739463201655969
1000000.0,3,12,1.7009116886651245
1000000.0,3,13,1.7183311567805348
1000000.0,3,14,1.6817746085669598
1000000.0,3,15,1.668307168715904
1000000.0,3,16,1.824418010654601
1000000.0,3,17,1.7782203570666477
1000000.0,3,18,1.7351471404775125
1000000.0,4,1,1.3518080432578574
1000000.0,4,2,3.1738978639667375
1000000.0,4,3,2.680390264822558
1000000.0,4,4,2.4353416784374846
1000000.0,4,5,2.3934897079942554
1000000.0,4,6,2.129199846697611
1000000.0,4,7,1.7945266935845672
1000000.0,4,8,2.019426886649569
1000000.0,4,9,1.92823123348952
1000000.0,4,10,1.8352327992805888
1000000.0,4,11,1.8353675323483527
1000000.0,4,12,1.8644889435805645
1000000.0,4,13,1.8335166850018336
1000000.0,4,14,1.8027437760271132
1000000.0,4,15,1.7786631567713707
1000000.0,4,16,1.760904400500097
1000000.0,4,17,1.796493245185398
1000000.0,4,18,1.7996616636072418
1000000.0,5,1,3.551767004084532
1000000.0,5,2,2.771772271190199
1000000.0,5,3,2.7121586070353394
1000000.0,5,4,2.900063801403631
1000000.0,5,5,2.0469990993203964
1000000.0,5,6,2.332252722905054
1000000.0,5,7,2.0157632687617166
1000000.0,5,8,1.8858317460916136
1000000.0,5,9,1.815310327300452
1000000.0,5,10,1.8284544074893492
1000000.0,5,11,1.8538430165733566
1000000.0,5,12,1.8290563898084977
1000000.0,5,13,1.8355696690467886
1000000.0,5,14,1.964057743297653
1000000.0,5,15,1.8308647174060309
1000000.0,5,16,1.8898590165173679
1000000.0,5,17,1.7693791248650848
1000000.0,5,18,1.8218254691200584
1000000.0,6,1,1.79620282722325
1000000.0,6,2,1.8537399202891833
1000000.0,6,3,2.2839393385711677
1000000.0,6,4,2.2180326050792947
1000000.0,6,5,2.3387436269236166
1000000.0,6,6,2.290583411594933
1000000.0,6,7,2.508528998595224
1000000.0,6,8,2.1623959346956427
1000000.0,6,9,2.1864136257297155
1000000.0,6,10,2.182310193570914
1000000.0,6,11,2.2077979423323177
1000000.0,6,12,2.1827389007726894
1000000.0,6,13,2.120575948427593
1000000.0,6,14,2.0693222969477496
1000000.0,6,15,1.9902873975001991
1000000.0,6,16,2.1117986188837032
1000000.0,6,17,2.2061905707415006
1000000.0,6,18,2.088641964994361
