spouts,max_spout,topology_level,netty_min_wait,message_size,bolts,$<throughput
1,1,3,1000,100000.0,3,51.55968032998195
1,1,3,1000,100000.0,6,53.02789267154523
1,1,3,1000,1000000.0,1,456.62100456621005
1,1,3,1000,1000000.0,2,337.0180641682394
1,1,3,1000,1000000.0,3,365.6307129798903
1,1,3,1000,1000000.0,6,369.53549388418753
1,1,4,10,10.0,1,17.063972834155248
1,1,4,10,10.0,2,19.46547797481167
1,1,4,10,10.0,3,20.947672713561523
1,1,4,10,10.0,6,20.72066471892418
1,1,4,10,100.0,1,16.925342315048322
1,1,4,10,100.0,2,18.78957554348847
1,1,4,10,100.0,3,20.005201352351612
1,1,4,10,100.0,6,20.781811758349093
1,1,4,10,1000.0,1,17.34725739860528
1,1,4,10,1000.0,2,19.601693586325858
1,1,4,10,1000.0,3,19.38510448571318
1,1,4,10,1000.0,6,20.67610875633206
1,1,4,10,10000.0,1,30.77775383952479
1,1,4,10,10000.0,2,32.223761801952755
1,1,4,10,10000.0,3,35.097571248069634
1,1,4,10,10000.0,6,35.47483060768385
1,1,4,10,100000.0,1,77.6518092871564
1,1,4,10,100000.0,2,77.8755548633284
1,1,4,10,100000.0,3,74.42691277165824
1,1,4,10,100000.0,6,76.52280379553108
1,1,4,10,1000000.0,1,456.2460078474313
1,1,4,10,1000000.0,2,484.402247626429
1,1,4,10,1000000.0,3,475.55640098915734
1,1,4,10,1000000.0,6,479.6853264258646
1,1,4,100,10.0,1,15.966534144433266
1,1,4,100,10.0,2,18.125135938519538
1,1,4,100,10.0,3,19.74255705598989
1,1,4,100,10.0,6,20.250293629257627
1,1,4,100,100.0,1,16.29965281739499
1,1,4,100,100.0,2,18.96777375239468
1,1,4,100,100.0,3,19.935806702418212
1,1,4,100,100.0,6,20.098078623683573
1,1,4,100,1000.0,1,16.715978804138874
1,1,4,100,1000.0,2,19.433701925879863
1,1,4,100,1000.0,3,20.227355475545128
1,1,4,100,1000.0,6,20.185708518368994
1,1,4,100,10000.0,1,27.580880933337014
1,1,4,100,10000.0,2,30.625057421982664
1,1,4,100,10000.0,3,34.82864307606576
1,1,4,100,10000.0,6,31.368612566266194
1,1,4,100,100000.0,1,78.47445656438829
1,1,4,100,100000.0,2,70.7513796519032
1,1,4,100,100000.0,3,73.32991127080736
1,1,4,100,100000.0,6,74.66029565477079
1,1,4,100,1000000.0,1,398.40637450199205
1,1,4,100,1000000.0,2,526.1496369567504
1,1,4,100,1000000.0,3,544.5140212360468
1,1,4,100,1000000.0,6,498.75311720698255
1,1,4,1000,10.0,1,16.531384834107552
1,1,4,1000,10.0,2,18.576656573349926
1,1,4,1000,10.0,3,19.425774117098566
1,1,4,1000,10.0,6,19.61322716039697
1,1,4,1000,100.0,1,16.171024757838904
1,1,4,1000,100.0,2,19.34872201691078
1,1,4,1000,100.0,3,19.63016764163166
1,1,4,1000,100.0,6,19.882692116512576
1,1,4,1000,1000.0,1,16.251706429175062
1,1,4,1000,1000.0,2,19.780828421094277
1,1,4,1000,1000.0,3,19.81218052858898
1,1,4,1000,1000.0,6,20.556674752292068
1,1,4,1000,10000.0,1,25.8164450755131
1,1,4,1000,10000.0,2,30.05981903988938
1,1,4,1000,10000.0,3,31.95092338168573
1,1,4,1000,10000.0,6,32.79333639404473
1,1,4,1000,100000.0,1,73.12079555425564
1,1,4,1000,100000.0,2,71.4898484415213
1,1,4,1000,100000.0,3,73.67025195226167
1,1,4,1000,100000.0,6,80.08970046452026
1,1,4,1000,1000000.0,1,441.09214414891267
1,1,4,1000,1000000.0,2,482.6953709513926
1,1,4,1000,1000000.0,3,487.4006921089828
1,1,4,1000,1000000.0,6,438.2505039880796
1,1,5,10,10.0,1,24.007874582863177
1,1,5,10,10.0,2,24.159841511439684
1,1,5,10,10.0,3,22.478982151688168
1,1,5,10,10.0,6,23.252028739507523
1,1,5,10,100.0,1,23.69443654629893
1,1,5,10,100.0,2,24.44868221602856
1,1,5,10,100.0,3,22.935253778583057
1,1,5,10,100.0,6,22.97635732830917
1,1,5,10,1000.0,1,23.900002390000235
1,1,5,10,1000.0,2,24.292481476982875
1,1,5,10,1000.0,3,22.432590066849116
1,1,5,10,1000.0,6,23.544369364066583
1,1,5,10,10000.0,1,58.31923951711669
1,1,5,10,10000.0,2,51.15351168857742
1,1,5,10,10000.0,3,40.31932908636401
1,1,5,10,10000.0,6,40.425273881230545
1,1,5,10,100000.0,1,153.62398992226625
1,1,5,10,100000.0,2,118.26481858176831
1,1,5,10,100000.0,3,101.78117048346056
1,1,5,10,100000.0,6,97.70395701025892
1,1,5,10,1000000.0,1,876.3473841030584
1,1,5,10,1000000.0,2,807.1676487206392
1,1,5,10,1000000.0,3,654.3646119617852
1,1,5,10,1000000.0,6,608.3095078776082
1,1,5,100,10.0,1,24.213075060532688
1,1,5,100,10.0,2,24.33919096529231
1,1,5,100,10.0,3,22.755199563100167
1,1,5,100,10.0,6,23.26068246842362
1,1,5,100,100.0,1,23.970468382952202
1,1,5,100,100.0,2,23.980240282007625
1,1,5,100,100.0,3,22.99696440069911
1,1,5,100,100.0,6,23.118180136859625
1,1,5,100,1000.0,1,24.276558555059236
1,1,5,100,1000.0,2,23.280176929344663
1,1,5,100,1000.0,3,22.709208584080844
1,1,5,100,1000.0,6,23.285055651283006
1,1,5,100,10000.0,1,57.58710048949035
1,1,5,100,10000.0,2,48.628671464695586
1,1,5,100,10000.0,3,38.6234598895369
1,1,5,100,10000.0,6,38.13737080965638
1,1,5,100,100000.0,1,148.95803852054874
1,1,5,100,100000.0,2,114.2935515578211
1,1,5,100,100000.0,3,94.08222786715588
1,1,5,100,100000.0,6,96.97439875872769
1,1,5,100,1000000.0,1,1031.5233536887274
1,1,5,100,1000000.0,2,829.1186468783683
1,1,5,100,1000000.0,3,649.8570314530804
1,1,5,100,1000000.0,6,637.1861858034918
1,1,5,1000,10.0,1,25.049472708599485
1,1,5,1000,10.0,2,23.98829371266822
1,1,5,1000,10.0,3,22.06093229499879
1,1,5,1000,10.0,6,22.696838330420576
1,1,5,1000,100.0,1,24.387269845140835
1,1,5,1000,100.0,2,23.916006983474038
1,1,5,1000,100.0,3,21.849327040727143
1,1,5,1000,100.0,6,23.145469274389537
1,1,5,1000,1000.0,1,24.530245793062846
1,1,5,1000,1000.0,2,25.096621994679516
1,1,5,1000,1000.0,3,23.46426392604064
1,1,5,1000,1000.0,6,23.646811227505975
1,1,5,1000,10000.0,1,58.64070837975723
1,1,5,1000,10000.0,2,47.954730734186924
1,1,5,1000,10000.0,3,38.96964264837692
1,1,5,1000,10000.0,6,41.853262461808896
1,1,5,1000,100000.0,1,150.37593984962405
1,1,5,1000,100000.0,2,118.16420097367302
1,1,5,1000,100000.0,3,97.6657876745776
1,1,5,1000,100000.0,6,98.84353069091628
1,1,5,1000,1000000.0,1,921.9138932423712
1,1,5,1000,1000000.0,2,774.5333436604445
1,1,5,1000,1000000.0,3,657.159755536571
1,1,5,1000,1000000.0,6,637.6737661012626
1,10,2,10,10.0,1,2.8917613718515947
1,10,2,10,10.0,2,2.46020616527665
1,10,2,10,10.0,3,2.5008127641483484
1,10,2,10,10.0,6,2.659433008882506
1,10,2,10,100.0,1,2.792984024131382
1,10,2,10,100.0,2,2.439678938251726
1,10,2,10,100.0,3,2.5604916143899628
1,10,2,10,100.0,6,2.65484376244458
1,10,2,10,1000.0,1,3.0224264039170645
1,10,2,10,1000.0,2,2.6213006894020814
1,10,2,10,1000.0,3,2.588795692243968
1,10,2,10,1000.0,6,2.6344213493506152
1,10,2,10,10000.0,1,3.570918440222825
1,10,2,10,10000.0,2,2.888086642599278
1,10,2,10,10000.0,3,2.6019983347210656
1,10,2,10,10000.0,6,2.683483161143164
1,10,2,10,100000.0,1,28.794379337153387
1,10,2,10,100000.0,2,28.72490161721196
1,10,2,10,100000.0,3,19.50420315578007
1,10,2,10,100000.0,6,19.46320481130423
1,10,2,10,1000000.0,1,292.19261337073397
1,10,2,10,1000000.0,2,308.7467967519837
1,10,2,10,1000000.0,3,191.46817798881827
1,10,2,10,1000000.0,6,198.8545975182946
1,10,2,100,10.0,1,2.748611950964763
1,10,2,100,10.0,2,2.428894124505113
1,10,2,100,10.0,3,2.549784543206099
1,10,2,100,10.0,6,2.6310942721077697
1,10,2,100,100.0,1,2.792282132186636
1,10,2,100,100.0,2,2.416626389560174
1,10,2,100,100.0,3,2.5690430314707773
1,10,2,100,100.0,6,2.7117173305854596
1,10,2,100,1000.0,1,2.9307464611236482
1,10,2,100,1000.0,2,2.6111705877744993
1,10,2,100,1000.0,3,2.5514760288827087
1,10,2,100,1000.0,6,2.7005860271678954
1,10,2,100,10000.0,1,3.6222697142029197
1,10,2,100,10000.0,2,2.9063853285668615
1,10,2,100,10000.0,3,2.534597252496578
1,10,2,100,10000.0,6,2.6275684481580743
1,10,2,100,100000.0,1,29.104455892197095
1,10,2,100,100000.0,2,29.286007145785746
1,10,2,100,100000.0,3,19.266709053426585
1,10,2,100,100000.0,6,19.437101539418443
1,10,2,100,1000000.0,1,283.7764976304663
1,10,2,100,1000000.0,2,281.51568042339954
1,10,2,100,1000000.0,3,187.10124048122438
1,10,2,100,1000000.0,6,199.88806268489648
1,10,2,1000,10.0,1,2.903431856454329
1,10,2,1000,10.0,2,2.4482201439553446
1,10,2,1000,10.0,3,2.584380007236264
1,10,2,1000,10.0,6,2.5793139025019345
1,10,2,1000,100.0,1,2.809935933460717
1,10,2,1000,100.0,2,2.437359851808521
1,10,2,1000,100.0,3,2.651183753545958
1,10,2,1000,100.0,6,2.6510431854934917
1,10,2,1000,1000.0,1,2.946289148817065
1,10,2,1000,1000.0,2,2.5564986194907453
1,10,2,1000,1000.0,3,2.605659492417531
1,10,2,1000,1000.0,6,2.710688243745087
1,10,2,1000,10000.0,1,3.6391426179991995
1,10,2,1000,10000.0,2,2.9623485499303848
1,10,2,1000,10000.0,3,2.6041666666666665
1,10,2,1000,10000.0,6,2.7873010563871006
1,10,2,1000,100000.0,1,29.25088483926639
1,10,2,1000,100000.0,2,29.36167713899818
1,10,2,1000,100000.0,3,19.56487713257161
1,10,2,1000,100000.0,6,19.3689593058165
1,10,2,1000,1000000.0,1,299.94900866852635
1,10,2,1000,1000000.0,2,290.97680914831085
1,10,2,1000,1000000.0,3,187.15026294611943
1,10,2,1000,1000000.0,6,194.3634596695821
1,10,3,10,10.0,1,3.572321651841532
1,10,3,10,10.0,2,3.1541761291950543
1,10,3,10,10.0,3,3.430884825196418
1,10,3,10,10.0,6,3.452085059375863
1,10,3,10,100.0,1,3.3876486330837765
1,10,3,10,100.0,2,3.2006145179874537
1,10,3,10,100.0,3,3.3340001333600053
1,10,3,10,100.0,6,3.4507746989199077
1,10,3,10,1000.0,1,3.4893052793188875
1,10,3,10,1000.0,2,3.268614761064261
1,10,3,10,1000.0,3,3.532320734722713
1,10,3,10,1000.0,6,3.477656059815684
1,10,3,10,10000.0,1,4.811161895597787
1,10,3,10,10000.0,2,3.7149862545508583
1,10,3,10,10000.0,3,3.7058997924696118
1,10,3,10,10000.0,6,3.7305080952025667
1,10,3,10,100000.0,1,30.119574711605072
1,10,3,10,100000.0,2,30.34993474764029
1,10,3,10,100000.0,3,26.440337378704953
1,10,3,10,100000.0,6,25.736051060325305
1,10,3,10,1000000.0,1,294.6028753240632
1,10,3,10,1000000.0,2,299.8770504093321
1,10,3,10,1000000.0,3,265.0200090106803
1,10,3,10,1000000.0,6,274.8914178899335
1,10,3,100,10.0,1,3.460566840848531
1,10,3,100,10.0,2,3.0112318949682315
1,10,3,100,10.0,3,3.415183907653427
1,10,3,100,10.0,6,3.5097571248069634
1,10,3,100,100.0,1,3.412619868272873
1,10,3,100,100.0,2,3.102025622731644
1,10,3,100,100.0,3,3.4280621164855507
1,10,3,100,100.0,6,3.577689528102751
1,10,3,100,1000.0,1,3.5686246520590963
1,10,3,100,1000.0,2,3.2311221687291996
1,10,3,100,1000.0,3,3.4772932749148064
1,10,3,100,1000.0,6,3.574492422076065
1,10,3,100,10000.0,1,4.806536890170632
1,10,3,100,10000.0,2,3.772730702482457
1,10,3,100,10000.0,3,3.5551763367463027
1,10,3,100,10000.0,6,3.7757221068529354
1,10,3,100,100000.0,1,29.50113579372806
1,10,3,100,100000.0,2,28.813461649282544
1,10,3,100,100000.0,3,25.411669038422446
1,10,3,100,100000.0,6,25.90740692764061
1,10,3,100,1000000.0,1,296.5774956996263
1,10,3,100,1000000.0,2,317.5207976122436
1,10,3,100,1000000.0,3,250.45081146062915
1,10,3,100,1000000.0,6,252.9404325281396
1,10,3,1000,10.0,1,3.196828745884083
1,10,3,1000,10.0,2,3.1495071021385153
1,10,3,1000,10.0,3,3.4252440486384654
1,10,3,1000,10.0,6,3.43713480442703
1,10,3,1000,100.0,1,3.572959839931399
1,10,3,1000,100.0,2,3.113228106223343
1,10,3,1000,100.0,3,3.373591525538088
1,10,3,1000,100.0,6,3.369726378218089
1,10,3,1000,1000.0,1,3.435481654527965
1,10,3,1000,1000.0,2,3.207492702954101
1,10,3,1000,1000.0,3,3.417634996582365
1,10,3,1000,1000.0,6,3.3291164524935084
1,10,3,1000,10000.0,1,4.661135452596253
1,10,3,1000,10000.0,2,3.5608731260905175
1,10,3,1000,10000.0,3,3.6728247695302456
1,10,3,1000,10000.0,6,3.897116134060795
1,10,3,1000,100000.0,1,29.687685548034676
1,10,3,1000,100000.0,2,28.760425654299684
1,10,3,1000,100000.0,3,26.413798568372115
1,10,3,1000,100000.0,6,26.105570928836215
1,10,3,1000,1000000.0,1,289.29325657418923
1,10,3,1000,1000000.0,2,291.5451895043732
1,10,3,1000,1000000.0,3,245.4529834810142
1,10,3,1000,1000000.0,6,260.94671468086216
1,10,4,10,10.0,1,3.9916972696790674
1,10,4,10,10.0,2,3.762510346903454
1,10,4,10,10.0,3,3.915580093190806
1,10,4,10,10.0,6,4.104584821245331
1,10,4,10,100.0,1,4.0754778497778865
1,10,4,10,100.0,2,3.7821482602118004
1,10,4,10,100.0,3,3.989467804994814
1,10,4,10,100.0,6,4.03518682915019
1,10,4,10,1000.0,1,4.0551500405515
1,10,4,10,1000.0,2,3.928501276762915
1,10,4,10,1000.0,3,4.02657539762432
1,10,4,10,1000.0,6,4.148344810420642
1,10,4,10,10000.0,1,5.279273571956499
1,10,4,10,10000.0,2,4.5926334160007345
1,10,4,10,10000.0,3,4.770082045411181
1,10,4,10,10000.0,6,4.987033712347896
1,10,4,10,100000.0,1,29.67447105255349
1,10,4,10,100000.0,2,37.52204420096807
1,10,4,10,100000.0,3,32.785810301301595
1,10,4,10,100000.0,6,32.88391976323578
1,10,4,10,1000000.0,1,288.9254861171304
1,10,4,10,1000000.0,2,358.2688449412439
1,10,4,10,1000000.0,3,347.560127902127
1,10,4,10,1000000.0,6,315.21876182070355
1,10,4,100,10.0,1,4.185501423070484
1,10,4,100,10.0,2,3.7058997924696118
1,10,4,100,10.0,3,3.9614942756407716
1,10,4,100,10.0,6,4.078968836678087
1,10,4,100,100.0,1,4.0163868583822
1,10,4,100,100.0,2,3.822045558783061
1,10,4,100,100.0,3,3.9050296782255547
1,10,4,100,100.0,6,4.073153843020651
1,10,4,100,1000.0,1,4.029658284977434
1,10,4,100,1000.0,2,3.9478878799842083
1,10,4,100,1000.0,3,3.996483094876509
1,10,4,100,1000.0,6,4.1164121351829746
1,10,4,100,10000.0,1,5.457621568520439
1,10,4,100,10000.0,2,4.675081813931744
1,10,4,100,10000.0,3,4.785833931562575
1,10,4,100,10000.0,6,4.936808846761453
1,10,4,100,100000.0,1,29.073148040469825
1,10,4,100,100000.0,2,36.34249164122692
1,10,4,100,100000.0,3,32.705389848246995
1,10,4,100,100000.0,6,32.49601923764339
1,10,4,100,1000000.0,1,317.85385079940244
1,10,4,100,1000000.0,2,346.6204506065858
1,10,4,100,1000000.0,3,342.3250718882651
1,10,4,100,1000000.0,6,325.6692503093858
1,10,4,1000,10.0,1,3.9990402303447175
1,10,4,1000,10.0,2,3.874167054083372
1,10,4,1000,10.0,3,3.9464856545246456
1,10,4,1000,10.0,6,4.0353496630483034
1,10,4,1000,100.0,1,4.108801051853069
1,10,4,1000,100.0,2,3.770881254949282
1,10,4,1000,100.0,3,3.9990402303447175
1,10,4,1000,100.0,6,4.060748802079104
1,10,4,1000,1000.0,1,4.164584374479427
1,10,4,1000,1000.0,2,3.9288099634620672
1,10,4,1000,1000.0,3,3.995684660566588
1,10,4,1000,1000.0,6,4.112349385203767
1,10,4,1000,10000.0,1,5.546311702717693
1,10,4,1000,10000.0,2,4.740459824602986
1,10,4,1000,10000.0,3,4.803073967339097
1,10,4,1000,10000.0,6,4.8959608323133414
1,10,4,1000,100000.0,1,29.655111058390915
1,10,4,1000,100000.0,2,36.53368405670028
1,10,4,1000,100000.0,3,33.02291790502609
1,10,4,1000,100000.0,6,32.27472243738704
1,10,4,1000,1000000.0,1,293.4014024587038
1,10,4,1000,1000000.0,2,397.1721344030503
1,10,4,1000,1000000.0,3,345.35156789611824
1,10,4,1000,1000000.0,6,328.5690816494168
1,10,5,10,10.0,1,4.182000669120107
1,10,5,10,10.0,2,4.237467689308869
1,10,5,10,10.0,3,4.6116952591772735
1,10,5,10,10.0,6,4.740909306404968
1,10,5,10,100.0,1,4.30551967622492
1,10,5,10,100.0,2,4.195686833934715
1,10,5,10,100.0,3,4.621926418931411
1,10,5,10,100.0,6,4.770309593092592
1,10,5,10,1000.0,1,4.405480417639543
1,10,5,10,1000.0,2,4.287061647946498
1,10,5,10,1000.0,3,4.6733339564445275
1,10,5,10,1000.0,6,4.93339911198816
1,10,5,10,10000.0,1,7.213966238638003
1,10,5,10,10000.0,2,6.558237145855194
1,10,5,10,10000.0,3,6.1255742725880555
1,10,5,10,10000.0,6,6.270378730875345
1,10,5,10,100000.0,1,57.69341718109964
1,10,5,10,100000.0,2,51.10906674844117
1,10,5,10,100000.0,3,39.28038337654175
1,10,5,10,100000.0,6,38.85003885003885
1,10,5,10,1000000.0,1,544.9591280653951
1,10,5,10,1000000.0,2,501.4039310068191
1,10,5,10,1000000.0,3,387.6870590059704
1,10,5,10,1000000.0,6,405.7782827463074
1,10,5,100,10.0,1,4.19621501405732
1,10,5,100,10.0,2,4.211235576518151
1,10,5,100,10.0,3,4.647272051305883
1,10,5,100,10.0,6,4.754207473614149
1,10,5,100,100.0,1,4.166840285011875
1,10,5,100,100.0,2,4.054327995134806
1,10,5,100,100.0,3,4.535147392290249
1,10,5,100,100.0,6,4.735969689793985
1,10,5,100,1000.0,1,4.515284237142728
1,10,5,100,1000.0,2,4.462492748449284
1,10,5,100,1000.0,3,4.5144688727371225
1,10,5,100,1000.0,6,4.806767929244376
1,10,5,100,10000.0,1,7.243752263672582
1,10,5,100,10000.0,2,6.647610184138802
1,10,5,100,10000.0,3,5.886161633998469
1,10,5,100,10000.0,6,6.210408644888834
1,10,5,100,100000.0,1,58.62351975612616
1,10,5,100,100000.0,2,51.62356099323732
1,10,5,100,100000.0,3,40.83466045979827
1,10,5,100,100000.0,6,39.78990927900685
1,10,5,100,1000000.0,1,630.3183107469272
1,10,5,100,1000000.0,2,493.68088467614535
1,10,5,100,1000000.0,3,372.43947858472995
1,10,5,100,1000000.0,6,388.03306041674756
1,10,5,1000,10.0,1,4.2082228674830615
1,10,5,1000,10.0,2,4.329191739902161
1,10,5,1000,10.0,3,4.542357483533954
1,10,5,1000,10.0,6,4.64015590923855
1,10,5,1000,100.0,1,4.1813012209399565
1,10,5,1000,100.0,2,4.106438896189225
1,10,5,1000,100.0,3,4.677706052951632
1,10,5,1000,100.0,6,4.784002296321102
1,10,5,1000,1000.0,1,4.34008940584176
1,10,5,1000,1000.0,2,4.382697111802603
1,10,5,1000,1000.0,3,4.699468960007519
1,10,5,1000,1000.0,6,4.729697772312349
1,10,5,1000,10000.0,1,7.381163271331562
1,10,5,1000,10000.0,2,6.568575932737782
1,10,5,1000,10000.0,3,6.086427267194157
1,10,5,1000,10000.0,6,6.238303181534622
1,10,5,1000,100000.0,1,58.5480093676815
1,10,5,1000,100000.0,2,51.90760446405398
1,10,5,1000,100000.0,3,38.90142379211079
1,10,5,1000,100000.0,6,40.39751151329078
1,10,5,1000,1000000.0,1,601.3952369497233
1,10,5,1000,1000000.0,2,532.8502158043374
1,10,5,1000,1000000.0,3,387.77726074143015
1,10,5,1000,1000000.0,6,436.68122270742356
1,100,2,10,10.0,1,1.8987942656413177
1,100,2,10,10.0,2,1.7313618892620937
1,100,2,10,10.0,3,1.8243847262510717
1,100,2,10,10.0,6,1.8755392175250385
1,100,2,10,100.0,1,1.846653863199882
1,100,2,10,100.0,2,1.7124460579491747
1,100,2,10,100.0,3,1.8281869869650267
1,100,2,10,100.0,6,1.8977492693665312
1,100,2,10,1000.0,1,2.046119534303194
1,100,2,10,1000.0,2,1.614126838086937
1,100,2,10,1000.0,3,1.745261614716046
1,100,2,10,1000.0,6,1.832911763627699
1,100,2,10,10000.0,1,3.4064586455920427
1,100,2,10,10000.0,2,2.900484380891609
1,100,2,10,10000.0,3,1.9644049817310336
1,100,2,10,10000.0,6,1.9694343784465103
1,100,2,10,100000.0,1,30.075187969924812
1,100,2,10,100000.0,2,29.05794153542163
1,100,2,10,100000.0,3,19.112784541579863
1,100,2,10,100000.0,6,19.395632103650257
1,100,2,10,1000000.0,1,288.6002886002886
1,100,2,10,1000000.0,2,293.76340295525983
1,100,2,10,1000000.0,3,197.49965437560485
1,100,2,10,1000000.0,6,195.98620257133896
1,100,2,100,10.0,1,1.8399941120188414
1,100,2,100,10.0,2,1.8368171632195731
1,100,2,100,10.0,3,1.8504126420191702
1,100,2,100,10.0,6,1.999880007199568
1,100,2,100,100.0,1,1.8880749188127786
1,100,2,100,100.0,2,1.7697235691784943
1,100,2,100,100.0,3,1.8675182549909426
1,100,2,100,100.0,6,1.94924174496121
1,100,2,100,1000.0,1,2.125759959185409
1,100,2,100,1000.0,2,1.6728842196831557
1,100,2,100,1000.0,3,1.739675028704638
1,100,2,100,1000.0,6,1.9106941551865793
1,100,2,100,10000.0,1,3.540449637103912
